User,Handle,PostDate,TweetText,ReplyCount,RetweetCount,LikeCount
Carmen K,@kristyC00,2020-02-01T19:40:04.000Z,"I'm at a point now I'm hoping Twitter bans my account. I've lost hope that Canadians will ever wake up & see how 
@Liberal_party
 @JustinTrudeau
 have divided this country with their virtue signaling, name calling & bad governing. I'm seriously thinking of leaving for my own sanity.I'm at a point now I'm hoping Twitter bans my account. I've lost hope that Canadians will ever wake up & see how 
@Liberal_party
 @JustinTrudeau
 have divided this country with their virtue signaling, name calling & bad governing. I'm seriously thinking of leaving for my own sanity.",2,1,20
Nicky P,@cravecreative,2020-02-01T19:45:02.000Z,Do what you need to do. Self care is important. Just don't give up. We're far from over. Twitter is merely an iota of what can be done to get the message out.,1,,15
eigenrobot 30 or 40 years old and I do not need th,@eigenrobot,2020-02-01T20:21:34.000Z,"@JustinTrudeau
 pls sir china needs your strategic maple syrup reserves@JustinTrudeau
 pls sir china needs your strategic maple syrup reserves",,,10
Ben Burville,@Sealdiver,2020-02-01T19:33:38.000Z,"Seal defends itself & it's family 
Story c/o 
@mtlgazette
  See> 
https://montrealgazette.com/news/local-news/hunter-becomes-prey-after-grey-seal-attacks-him-on-iles-de-la-madeleine¶

Simple answer ... respect #nature & put an end to the senseless killing of seals!
When you respect them you realise they are intelligent, gentle & inquisitive
@Canada
 @JustinTrudeau",,6,44
Bill Blair,@BillBlair,2020-02-01T20:32:47.000Z,"This morning, I was in Scarborough with 
@JustinTrudeau
 and many of my caucus colleagues to mark Lunar New Year.

To all Canadians celebrating, please accept my best wishes for a healthy and prosperous year ahead.

Gong Xi Fa Cai!

#YearoftheRat",5,14,56
timethief (retired paralegal judicial assistant),@timethief,2020-02-01T21:04:32.000Z,"Blocked due to unsubstantiated accusations and a 71%   Trollbot Rating: Problematic. This report was created for 
@MoxyPBass
 Report created: 2020-02-01 16:03:13Website: http://BotSentinel.comBlocked due to unsubstantiated accusations and a 71%   Trollbot Rating: Problematic. This report was created for 
@MoxyPBass
 Report created: 2020-02-01 16:03:13Website: http://BotSentinel.com",1,1,8
CommonCentsPDX,@CommonCentsPDX,2020-02-01T18:58:55.000Z,"Check this out 
@jkenney
 thanks to your loser predecessor 
@RachelNotley
 and that guy who runs the country (into the ground) 
@JustinTrudeau
 ALBERTA loses...again...
@WBrettWilson
 @PremierScottMoe
 @BradWall306
 @Franktmcveety
 @CBCQuote Tweet
One America News
@OANN
 ∑ Feb 1, 2020
Secy. Pompeo Visits Belarus, Offers To Provide 100% Of The Nation's Oil And Gas https://oann.com/secy-pompeo-visits-belarus-offers-to-provide-100-of-the-nations-oil-and-gas/¶ #OANN",,10,6
Franceska,@CactusGipsy,2020-02-01T20:12:15.000Z,"RT 
@CdnJean
: While 
@PeterMacKay
 whines about 
@JustinTrudeau
 spending $876.95 on his exp acct  for yoga, let's remember that MacKay used a Challenger jet at cost of ~$40K to fly out of NFLD in 2011, after getting a $16K helicopter ride from a fishing lodge to the airport. #cdnpoli",,2,5
Catherine Swift,@Swiftie01,2020-02-01T21:02:43.000Z,"Who are you? You can't even spell ""Ministry"" in your bio & you want to weigh in on important issues? Another 
@JustinTrudeau
 incompetent apparently. Birds of a feather flock together.Quote Tweet
Ahmad Rayed
@AhmadRayed5
 ∑ Jan 30, 2020
If you want to represent this country and speak on behalf of Canadians, you need to represent everyone's voice - and that includes the millions of francophones & french-speakers from coast to coast to coast. 
Bottom line
Canada has two official languages! https://beta.ctvnews.ca/local/montreal/2020/1/24/1_4782486.html¶",9,33,93
Terrill Tailfeathers,@Terrilltf,2020-02-01T23:35:56.000Z,"Water pipelines before oil and gas pipelines 
@JustinTrudeau
 @Carolyn_Bennett
 @MarcMillerVM
 @jjhorganQuote Tweet
MJGlass
@MJGlass2
 ∑ Feb 1, 2020
Replying to @Terrilltf
I would feel a whole lot better about this issue of pipelines if those pipelines were being built to pipe clean water into First Nations homes.",,19,45
Ritesh Kotak,@RiteshKotak,2020-02-01T23:25:32.000Z,"Congrats to 
@DevonClunis
 for being recognized by Prime Minister 
@JustinTrudeau
 on his contribution to #Canada for #BlackHistoryMonth
 so proud to call him a friend/mentorQuote Tweet
Justin Trudeau
@JustinTrudeau
Officiel du gouvernement - Canada
 ∑ Feb 1, 2020
Today, we celebrate the start of #BlackHistoryMonth
 and honour the legacy of Black Canadians. This month, let's celebrate the contributions they have made and continue to make to our country. https://pm.gc.ca/en/news/statements/2020/02/01/statement-prime-minister-black-history-month¶",,,6
Diane Marie,@DianeMariePosts,2020-02-01T20:54:15.000Z,Preemptive screenshot:Preemptive screenshot:,,1,7
Gad Saad,@GadSaad,2020-02-01T18:51:57.000Z,"Let us hope that Noble 
@IlhanMN
 and Noble 
@RashidaTlaib
 will intervene to free this Noble freedom fighter. Otherwise we could petition Grand Mufti 
@JustinTrudeau
 to grant him immediate Canadian citizenship with a $10 million apology.Alleged leader of Iraqi al Qaeda group arrested in Arizona
Ali Yousif Ahmed Al-Nouri is wanted in Iraq for the murder of two police officers, the U.S. Attorney's Office District of Arizona said.
nbcnews.com",5,13,53
Ms. Donna,@DCTFTW,2020-02-01T21:16:35.000Z,Serious question Mr. PM. Did you send out this tweet while dressed in blackface?Serious question Mr. PM. Did you send out this tweet while dressed in blackface?,1,,10
Rob Oliphant,@Rob_Oliphant,2020-02-01T20:39:29.000Z,"Perfect start to my weekend celebrating #YearoftheRat with PM 
@JustinTrudeau
, caucus colleagues, and friends from the Chinese-Canadian community from across the GTA. Particularly great to be joined by youth from Don Valley West who inspire me everyday.",,1,10
Andriy Shevchenko,@AShevch,2020-02-01T18:46:05.000Z,"As 
@MarcoMendicino
 charts his priorities as Canada's Minister of Immigration, Refugees and Citizenship, it's great to discuss what we can achieve together. Talked about youth mobility, visa liberalization, and (a little bit) soccer:) Looking forward to working with you, Minister!Ahmed Hussen and 9 others",1,8,37
Marco Mendicino,@marcomendicino,2020-02-01T21:08:08.000Z,"It was good to meet with you 
@AShevch
!",1,3,4
MR. Michael,@michael_house9,2020-02-01T18:46:36.000Z,Why is Minister of Families going on this trip? Why is Minister of Families going on this trip? ,6,11,24
Ms. Donna,@DCTFTW,2020-02-01T21:14:24.000Z,I'm telling you they're just shopping for more refugees & immigrants to bring here.,2,,9
Green 13,@Green13Toronto,2020-02-01T22:42:03.000Z,"I did the math: approving a #tarsands mine to operate until 2067 contradicts Canada's commitment to zero-out GHGs by 2050.
@JustinTrudeau
 @JonathanWNV
 reject the largest oil sands mine project 
 Like me #RejectTeck! 

SAY NO: https://act.gp/30vtyuc 
@GreenpeaceCA
 #cdnpoliSign the petition
Ask Justin Trudeau's cabinet to reject Teck Frontier
act.greenpeace.org",,6,11
Randy,@haselcheck,2020-03-01T16:45:47.000Z,"Liberal Party of Canada, Qualifications Don't Matter #canpoli 
@liberal_party
 @JustinTrudeau
 @CBCAlerts",,7,11
Carolyn Bennett,@Carolyn_Bennett,2020-03-01T21:38:16.000Z,"Over the past three days, there have been frank and substantive discussions, guided by Wiggus (respect), on the complex issues with respect to Wet'suwet'en rights and title. The result is a draft arrangement that will be reviewed by the Wet'suwet'en clan members.",337,293,930
JD Man,@jdrider200,2020-03-01T22:55:17.000Z,What's it going to cost the taxpayers this time,1,1,24
Kimiko Shibata,@ESL_fairy,2020-03-01T22:28:45.000Z,"Ok, I'm in. 
@OFLabour
: I think many of us in Ontario are ready. We've had enough of 
@fordnation
. We've written letters to our MPPs, Premiere's office, and school trustees. We've picketed and attended rallies and protests... and Ford still can't hear our voices. Next steps?Ok, I'm in. 
@OFLabour
: I think many of us in Ontario are ready. We've had enough of 
@fordnation
. We've written letters to our MPPs, Premiere's office, and school trustees. We've picketed and attended rallies and protests... and Ford still can't hear our voices. Next steps?",1,4,13
Aatos Lehtila,@Qualifyfor,2020-03-01T23:12:12.000Z,By 'our country' you mean Alberta?  Because Canada is doing quite well actually.By 'our country' you mean Alberta?  Because Canada is doing quite well actually.,2,1,12
Ezra Levant,@ezralevant,2020-03-01T14:10:55.000Z,"If Justin Trudeau continues his checked-out, indecisive, do-nothing approach, don't be shocked if Trump starts screening Canadians at the border. https://twitter.com/realDonaldTrump/status/1234109126864707585¶This Tweet is unavailable.",49,253,783
Jack L,@JackLenore,2020-03-01T15:16:30.000Z,"Wasn't 
@JustinTrudeau
 just playing kissy face with the Iranian elites? He's probably hooked up to an intravenous vitamin C drip for the next two weeks.",1,2,10
Farica #INFJ visitor to #Treaty7,@FancyFarica,2020-02-27T21:29:56.000Z,"Alberta Women In Policing #AWIP_AB gathered at 
@RCMPAlberta
 KDiv today & tomorrow to advance strategic priorities #support #connect #advocate #connect  
@SarahRoemackben
 @SuptChapdelaine
 @bdalziel2041
 @LNogier
 @AlbertaSheriffs
 @CalgaryPolice
 @edmontonpolice",10,20,63
STHU Podcast Coming Soon,@bcjcfiveoh,2020-03-01T13:32:21.000Z,"I hope one of your priorities is to protect your teens from men like #DougSparrow and his company #XSiteEnergy from dispensing child porn. What a disgrace that you decided to do nothing. Do your job and hold people accountable. 
@JustinTrudeau",2,3,7
Andy Brooke,@AndyBrookeLmstn,2020-03-01T15:35:17.000Z,"Really 
@CBCNews
úThe slang ""you ain't seen nothing yet"" is completely apropos here. 
@JustinTrudeau
 @liberal_party
 #Trudeau  
@peoplespca
 #PPCMMXX #PPC2020 #COVID„Éº19 #Covid19Canada #WetsuwetenSolidarity #wetsuwetan #StockMarket  #Syria #Turkey #ygkTrudeau's crisis calendar is overflowing - could climate change get pushed to the margins? | CBC...
Everything seems to be happening at once for the Trudeau government: coronavirus, the Teck mine, rail blockades. But the climate emergency remains the biggest threat facing the nation and the planet...
cbc.ca",,1,3
Luke de Pulford Ë£¥Â´Âæ∑,@lukedepulford,2020-03-01T20:06:16.000Z,"Diplomacy often feels like nothing. If signed by many nations, this would have force.Diplomacy often feels like nothing. If signed by many nations, this would have force.",11,10,87
Not_Good_At_Tweeter,@LihkgF,2020-03-01T20:25:17.000Z,"Pls help by signing to support HK in pursue of UNIVERSAL SUFFRAGE: 
@GermanyDiplo
 @CanadaFP
 @JustinTrudeau
 @MofaJapan_en
 @MOFAkr_eng
 @StateDept
 @French_Gov
 @francediplo_EN
 @PolandMFA
 @AnnLinde
 @LizTwistMP
 @uffeelbaek
 @nikogrunfeld
 @RmdKenny
 @Adomenas
 @MiriamMLex
 @VickiDunneMLA",,3,8
Bluebird,@Happygrama22,2020-03-01T23:55:37.000Z,We were prepared weeks ago.The Winnipeg Manitoba Infectious Disease Centre.  We have Military working on this daily. If we start screaming people get stupid and panic.We were prepared weeks ago.The Winnipeg Manitoba Infectious Disease Centre.  We have Military working on this daily. If we start screaming people get stupid and panic.,1,1,3
Rose #COVIDisAirborne #COVIDschools,@ont_rose,2020-03-01T22:10:37.000Z,I think a general strike would qualify as enough opposition.,1,2,8
NnamdiKanu's_FanClub,@NnamdiFans,2020-03-01T18:49:04.000Z,"But the butchering has continued unabated, and now even worst! 
@realDonaldTrump
 @SenateGOP
 @HouseGOP
 @VP
 @Amaka_Ekwo
 @MaziNnamdiKanu
 @EmmanuelMacron
 @netanyahu
 @UN
 @realFFK
 @Europarl_EN
 @realNaomiLitvin 
@JustinTrudeau
 @PMOIndia
 @JapanGov
 @Queen_Europe
 @FinlandUN
 @FinGovernmentQuote Tweet
Critics News
@CRITICSNEWS1
 ∑ Mar 1, 2020
Division is the solution to all the killings in Nigeria. #SayNoTo1Nigeria #BiafraExit @MaziNnamdiKanu @Amaka_Ekwo
0:14
1.1K views",3,137,49
Chris Skriver,@TheRealSkriver,2020-03-01T17:13:32.000Z,"Andrew Scheer's office
(613) 992-4593

Jagmeet Singh
(613) 947-0867

Patty Hajdu 
(613)957-0200

Justin Trudeau
(613) 995-0253

#resignTam #COVID19
#CoronaVirusCanada
Call.

Demand action.

Dr. Tam - incapable of fulfilling your mandate. You are not keeping us safe. 

You must goAndrew Scheer's office
(613) 992-4593

Jagmeet Singh
(613) 947-0867

Patty Hajdu 
(613)957-0200

Justin Trudeau
(613) 995-0253

#resignTam #COVID19
#CoronaVirusCanada
Call.

Demand action.

Dr. Tam - incapable of fulfilling your mandate. You are not keeping us safe. 

You must go",1,10,25
Mark Paralovos,@MarkParalovos,2020-03-01T18:32:21.000Z,"@JustinTrudeau
 this isn't arson? Your AG is saying 'stupid, not terrorism?'  

Rule of law is a joke in this country thanks to you.Quote Tweet
Ezra Levant
@ezralevant
 ∑ Mar 1, 2020
RESIGN: Trudeau's corrupt Justice Minister, David Lametti, just told CTV that eco-terrorists were merely úthrowing snowballsù at trains, so he's not worried. https://twitter.com/ANegativeNelly/status/1232737743425429504/video/1¶",,1,3
andy,@xj6response,2020-03-01T22:18:51.000Z,"As much as wetsuweten deserve a treaty, there's no rationale for imperilling the nation's economy jeopardizing its infrastructure and putting the lives and safety of Canadians at risk. These are criminal acts, they should be arrested, prosecuted and jailed.As much as wetsuweten deserve a treaty, there's no rationale for imperilling the nation's economy jeopardizing its infrastructure and putting the lives and safety of Canadians at risk. These are criminal acts, they should be arrested, prosecuted and jailed.",3,2,11
Chris Skriver,@TheRealSkriver,2020-03-01T16:48:21.000Z,"750,000 dead Canadians will have lasting effects and that's where we're headed
There we're 5000 passengers from areas with high viral activity, landing in Vancouver yesterday. This has gone global, and yet you're only asking about travel to Hubei province. 
You're 3 weeks behind.750,000 dead Canadians will have lasting effects and that's where we're headed
There we're 5000 passengers from areas with high viral activity, landing in Vancouver yesterday. This has gone global, and yet you're only asking about travel to Hubei province. 
You're 3 weeks behind.",2,,35
Chris Skriver,@TheRealSkriver,2020-03-01T16:56:23.000Z,"@AndrewScheer
 @theJagmeetSingh
 @JustinTrudeau
 @PattyHajdu
 

Will one of you step in and remove Dr. Tam?!?

Surely, you have to see how inadequately she is managing this crisis. 

She is going to kill Canadians.

If you don't act, Canadians will remember by the time this is over.",2,10,37
Justin Trudeau,@JustinTrudeau,2020-02-29T23:03:41.000Z,"We said we'd do it. And we did it. More than 1 million Canadians have been lifted out of poverty since 2015 - including 334,000 kids.Quote Tweet
Justin Trudeau
@JustinTrudeau
Officiel du gouvernement - Canada
 ∑ Oct 18, 2015
Our plan will help families and lift 315,000 kids out of poverty. RT if you're voting for #RealChange. #elxn42",1.1K,851,4.4K
Glen Runowski,@GRunowski,2020-03-01T17:07:44.000Z,"Higher net taxes don't raise people out of poverty. People are waking up and you will find yourself on the wrong side of history. The name ""Trudeau"" will be reviled for generations. Your children and their children will not thank you. They will curse you, as many of us do now",,1,4
Catherine Swift,@Swiftie01,2020-03-01T18:09:58.000Z,"Tolerating dysfunction will merely enable more of it. The only thing that will get 
@JustinTrudeau
 & his cronies' attention & achieve change is letting them know we won't take it anymore.Quote Tweet
Gary Lamphier
@lamphieryeg
 ∑ Mar 1, 2020
I've travelled a fair bit in my life, Todd. Canada is indeed broken. Just because we're not Sudan or Venezuela doesn't make it less so. I'm sad to say. @ABeconomist twitter.com/ABeconomist/st¶",3,28,77
Wexit Barbie,@WexitBarbie,2020-03-01T23:03:27.000Z,"3 goals for the #Flames 
almost as many times as 
@JustinTrudeau
 wore #blackface (that we know of 
)",,2,14
Vera Van Horne,@VeraVanHorne,2020-03-01T20:56:14.000Z,"Dear 
@JustinTrudeau
 , Why is Canada STILL a heaven for WWII war criminals?

And, why this convicted Ukrainian Nazi collaborator, responsible for deaths of these 
214  orphans is deported to Ukraine, where they'd  name a street, or erect him an obelisk?.

https://cjnews.com/news/canada/deportation-of-accused-nazi-war-criminal-delayed¶",2,28,44
Jean Sardine,@RealRedragon,2020-03-01T14:30:53.000Z,What if Justin get locked into his opponents closet/makeshift prison and misses the fight?What if Justin get locked into his opponents closet/makeshift prison and misses the fight?,1,,3
Spencer Rice,@Spenny,2020-03-01T14:36:17.000Z,You know what would happen. Face full of poo.  #mybestmove,1,,6
Candace Smith „Åæ„Çä„Åì Áõ∏Ê•Ω,@britjpncdn,2020-03-01T16:26:02.000Z,"Would love to know what's being done to protect Canadians 
@PattyHajdu
 @CPHO_Canada
 @JustinTrudeau
 other than úworking hardù and having endless meetings.
#COVID19Quote Tweet
Toronto Star
@TorontoStar
 ∑ Feb 29, 2020
#BREAKING: Three new novel #coronavirus cases confirmed in GTA, bringing total in Ontario to 11. http://torstar.co/7HZX50yzpAq",,1,6
Suze Michelini,@emilia_suze,2020-03-01T21:23:33.000Z,"In 
@JustinTrudeau
's new Canada to a doctor ir nurse you must be willing to kill the elderly,disabled, mentally ill(even depressed)    Trudeau represents the new Canada where the state deems your worth.  Truly like Communist China.Quote Tweet
Discovery Institute Center on Human Exceptionalism
 ∑ Mar 1, 2020
When a right to euthanasia is declared, the government will eventually coerce unwilling medical professionals to kill.  Here's an example. #euthanasia #MAID https://aleteia.org/2020/03/01/canadian-hospice-being-taken-over-by-government-in-euthanasia-fight/?fbclid=IwAR3ET7PAjIoUprvzdzrhDm5mjpGGRUJp5h8ok43zeuvlAZWuANQ-CDJKxpI¶",5,19,25
Jeff Rice,@Lonewolf0161,2020-03-01T22:21:57.000Z,And what about the natural causes of oil spills that has nothing to do with humans at all. There is natural oil leakage in all areas of the ocean. So who do you blame when the cause is nature itself?And what about the natural causes of oil spills that has nothing to do with humans at all. There is natural oil leakage in all areas of the ocean. So who do you blame when the cause is nature itself?,2,2,4
Alan Poirier,@alan_poirier,2020-03-01T22:34:41.000Z,There are natural seeps everywhere. Recall walking my dogs along the South Saskatchewan and they accidentally got into a tar seep. What a mess.,1,3,5
Heavy Breather,@_HeavyBreather_,2020-03-01T20:24:05.000Z,"Just reminding people that 
@JustinTrudeau
 is a garbage person who hates indigenous people",,,7
Maltese Vulcan,@lilorphanammo,2020-03-01T18:46:06.000Z,"Well this data suggests it probably doesn't matter who we welcome since it's been circulating for over a month undetected within the borders or every country, doesnt it? ",,,13
Spencer Rice,@Spenny,2020-03-01T14:26:16.000Z,"He'd get the Proud Boys to  rough  him up. But 
@JustinTrudeau
 knows how to rumble.",8,,9
Kerri Coombs,@kerricoombs,2020-03-01T18:14:52.000Z,"I meant the hereditary chiefs were the plaintiffs in Delgamuukw and recognized as representatives of the collective by the Supreme Court, and then by the BC and CDN governments during failed treaty negotiations. I'm not advocating or envisioning an authoritarian system...I meant the hereditary chiefs were the plaintiffs in Delgamuukw and recognized as representatives of the collective by the Supreme Court, and then by the BC and CDN governments during failed treaty negotiations. I'm not advocating or envisioning an authoritarian system...",1,,
Candice George,@candicegartist,2020-03-01T18:20:35.000Z,"When you say the hereditary chiefs have the power..... I'm just stating it's not like a monarchy. 

The hereditary chiefs are not the exact plaintiffs who won the court case. My great-uncle was the last living plaintiff and we are mourning him still.",1,1,14
Wexit Barbie,@WexitBarbie,2020-03-01T21:25:33.000Z,"Does 
@JustinTrudeau
  the #Flames ?From 
al34",1,6,12
Sunnydays,@Sunnydays180,2020-03-01T23:12:25.000Z,"Thank you Prime Minister 
@JustinTrudeau
 & 
@Carolyn_Bennett
 for your calm, measured approach to a sensitive national issue. Had 
@CPC_HQ
 been in govt like @ErinOTooleMP,  
@PeterMacKay
 @AndrewScheer
 or even 
@stephenharper
 Canadians would have seen police interference & another Oka.Quote Tweet
Globalnews.ca
@globalnews
 ∑ Mar 1, 2020
#BREAKING: A tentative agreement on land rights and title has been reached between Wet'suwet'en hereditary chiefs and government ministers.

https://trib.al/Sc1eE9p",,5,13
ACGC,@ACGCNow,2020-03-01T23:42:13.000Z,"We are deeply concerned about the detention of volunteers and staff with Alberta-based organization 
@CanHum
 in Ethiopia.  We call for swift action to resolve this situation. 
@JustinTrudeau
  https://bit.ly/38ceN1F",,4,4
CTV Power Play,@CTV_PowerPlay,2020-04-01T21:30:00.000Z,"Conservative Leader Andrew Scheer says the Liberals haven't instilled a great deal of confidence in Canadians that they're ""managing this crisis in a consistent manner"" referring to their changes to the wage subsidy plan #cdnpoli #ctvpp

More at http://CTVNews.caFrom 
CTV News",35,19,35
Puffin M-H,@puffinmh,2020-04-01T21:42:03.000Z,"WRONG!!! 
@AndrewScheer
 have you looked at the polls?  We trust 
@JustinTrudeau
 @cafreeland
 even 
@fordnation
 yet you, Andrew, continue horrid partisanship in the middle of a pandemic. Shame.",2,3,6
