PostDate,TweetText
2019-01-01, When criticized @realDonaldTrump flies into a rage bares his teeth snarls and attacks like a junkyard dog. This former Navy officer knows he's not fit to lick the boots of the military heroes he's attacked: McCain Mattis McRaven and now McChrystal. TrumpShutdown2018
2019-01-01, No I think OPEC had a meeting and increased production. DotardDonnie ThanksGOP
2019-01-01, Trump doesn't care Brian. In fact he'd be happy because now he can talk about himself again.He's like the failed College quarterback who lives to talk about the time he  almost won the final but the ref made a bad call.
2019-01-01, Where's the 10% middle class tax break
2019-01-01, And the 10% military pay raise?
2019-01-01, What do you think is going on inside @realDonaldTrump's mind right now?
2019-01-01, The sound of wind blowing in one ear and out the other.
2019-01-01, No. What will be "good" is when you resign TrumpResign
2019-01-01, Very Rude! He is our President!
2019-01-01, ur like a 12 year old
2019-01-01, It must've been a Twitter version of the book huh??
2019-01-01, Take him if he's so great and you're sooooooo with him. You know so you can literally BE WITH HIM.
2019-01-01, Fondly remembering the years when you had credibility and respect - when we looked to your actions as a leader. Playing the part of @realDonaldTrump mouthpiece is beneath you.
2019-01-01, He could have exited the stage with honor and integrity for what he did for New York the indispensable city. He threw it all away because he did not know when to fold em.
2019-01-01, Donnie only you take the word of despotic murders as gospel truth. Remember how that worked out for ya last time?
2019-01-01, Yep his own security agencies are never right and dictators and murderers never lie. Welcome to Trump Land were nothing makes sense and everyone is batshit crazy.
2019-01-01, Un is a liar and you're another.
2019-01-01, A country cannot defend itself with no allies. Trump is isolating us so that our only choices for allies are countries like Russia China or N. Korea. He only likes big tough guys.
2019-01-01, I'm not even sure where his own hair is. It's not that thing on his head.
2019-01-01, Where are you from? Are you even affected by mass migration of illegal aliens?  There are a lot of highway and construction workers being displaced by illegals.  And in motels restaurants and other jobs too.
2019-01-01, This entire country is made up of immigrants or their decendants. Are you a Native American?
2019-01-01, .How do I know this is a closet white supremacist enabled by @realDonaldTrump & wearing a red MAGAt hat in his red truck? https://twitter.com/Betterw05759703/status/1080015175229423618 This Tweet is unavailable.
2019-01-01, Hey it's another bot. the eight numbers in their account name gives them away. Block them every time.
2019-01-01, Oh fuck no we aren't
2019-01-01, ROFL!!!
2019-01-02, .@RealDonaldTrump What part of NO $$$ for your Foxtrot Uniform Charlie Kilo India November Golf Wall don't you comprehend? TrumpShutdownGIF
2019-01-02, The kids grow up. They see America as the enemy. The empire falls.
2019-01-02, Mexico is not paying for the wall through the new NAFTA. Nope. Saying a thing doesn't make a thing.
2019-01-02, President Trump tells Sen. Chuck Schumer he can't accept an offer to re-open the government from Democrats because he'd "look foolish" https://cnn.it/2F15Ld3
2019-01-02, @realDonaldTrump already looks foolish. Lol.
2019-01-02, Is it just me or has @realDonaldTrump become an even bigger moron in 2019?
2019-01-02, The very thought of him makes me nauseous.NoWall TrumpShutown GOPShutdown ComplicitGOP
2019-01-02, Trump: "I would've been a good general. No @realDonaldTrump you wouldn't have been a good general. The only things you're good at are lying evading your taxes conspiring w/ Russia & obstructing justice. And you're not even that good at crime as Mueller is hot on your tracks.
2019-01-02, if only he hadn't had those pesky bone spurs...
2019-01-02, When does he leave???@realDonaldTrumpQuote TweetLawrence O'Donnell@Lawrence · Jan 2 2019The president of the United States just said he could run for any office  in Europe.
2019-01-02, He's so of s**t.And it's gonna hit tomorrow. CAN'T WAIT!
2019-01-02, If you had American president endorses Soviet invasion of Afghanistan  on your Unhinged and Unlikely Moments in History bingo card you're a winnerQuote TweetKyle Griffin@kylegriffin1 · Jan 2 2019Trump: "Russia used to be the Soviet Union. Afghanistan made it Russia because they went bankrupt fighting in Afghanistan. Russia."Trump then goes on to endorse the Soviet invasion of Afghanistan. Via Fox.
2019-01-02, Me...as I watched @realDonaldTrump at his CabinetMeeting
2019-01-02, Pretty obvious he has made a deal with some buddy contractors for a hell of a lot of kickback on this project. Only reason he won't let this go. Same reason behind everything he does: lining his own pockets.
2019-01-02, For the true cost of NYT drivel they should cease incessant whining setting up a myriad of false narratives and character assanation of @realDonaldTrump; and read the goodwallsecuritystories by recognized legitimate scholars showing why walls are not wasteful!...Quote TweetNew York Times Opinion@nytopinion · Jan 2 2019For a sense of the true cost of his government shutdown Trump should spend less time rage-tweeting about Democrats' refusal to throw money away on his wasteful border wall and more time reading shutdownstories says the editorial board https://nyti.ms/2F2DfaT
2019-01-02, That is a lie and you know it. If it's true than prove it. Show specifically where money from Mexico will be paying for the wall through the new NAFTA agreement (yes I still call it that deliberately). You make these open statements that have no backup. No more!
2019-01-02, @realDonaldTrump Trump: "I think I would have been a good general but who knows?" Hey Commando Bonespurs my dog Lula did more 4 this country while walking the line for TSA sniffing for bombs at Miami Intl Airport. Yes she did this while you were sniffing Adderall & cocaine.
2019-01-02, Like other Big Government Republicans who never liked Reagan Mitt Romney wants to signal how virtuous he is in comparison to the President. Well I'm most concerned and pleased with the actual conservative reform agenda @realDonaldTrump has achieved.When did Republicans become obsessed with Reagan?The 40th president's name was mentioned 64 times during the last debate according to a Big Crunch news analysis.cnbc.com
2019-01-02, Unlike @MittRomney - whose feckless campaign gave Obama four more years to start race riots and demoralize America.
2019-01-02, He he..anybody want to argue?
2019-01-02, Lindsey Graham opening investigation into Trump https://sourcepolitics.com/government-virtually-guaranteed-to-shut-down-at-midnight/ "To the president you won the election you beat me and many others you have the right to make this decision but the Congress has the duty to hold you accountable."Lindsey said WHAAAAAAT?Yeah that!
2019-01-02, We'll have to wait on that one and see if it happens!Senator 'flip-flopper' Graham said it so...@LindseyGrahamSC says something one day goes golfing or to lunch with @realDonaldTrump and then does an 'about-face.'
2019-01-02, I thought the same thing what in the hell does that mean the Dems say some of the most crazy things.
2019-01-02, And this helps the 7000 of your constituents how?
2019-01-02, I know right?this lady is out of touch!  Remember when she made the commercial about her DNA test?  Oh my gosh! Just next already she has no political instincts and really no shot at the Democrat nomination but wow it will be entertaining to watch!  MAGA 
2019-01-02, And that's why I only follow reliable news like @FoxNews and @realDonaldTrump
2019-01-02, I hope Congressional Democrats will meet with President @realDonaldTrump tomorrow.There's a deal to be had: Wall + Bridge Act/TPS Win-win for USA! https://twitter.com/realDonaldTrump/status/1080177487517233157 This Tweet is unavailable.
2019-01-02, The win that really matters is the one that will come when you and Trump and the rest of the anti-American cabal in the GOP is kicked out of your charade offices once and for all.
2019-01-02, Has the white house twitter account been compromised?  It's as if donald got your password. You really need to do your job and keep an eye on him. It's almost as if you've given him free reign in that house.  Stay in your lane donald (and so-called white house as well!!!)
2019-01-02, @realDonaldTrump is our President the White House is run by POTUS 
2019-01-02, Calm down @realDonaldTrump & enjoy the ride!Quote Tweetjenvallez@sophieandlili · Jan 2 2019Welcome to Congress ladies. @IlhanMN @AyannaPressley @AOC womenincongress diversityShow this thread
2019-01-02, Trump on Democrats saying the wall is immoral: "Well then you got to do something about the Vatican because the Vatican has the biggest wall of them all. The wall is immoral? Look at all of the countries that have walls and they work 100%. It's never going to change."0:2614.8K views
2019-01-02, GREAT POINT!!!!  @realDonaldTrump you also have to do something about Pelosi's HOUSE SHE HAS A WALL!!!  Talk about a hypocrite!  Hey @NancyPelosi As President Regan said "TEAR DOWN THIS WALL"
2019-01-02, Trump on Democrats saying the wall is immoral: "Well then you got to do something about the Vatican because the Vatican has the biggest wall of them all. The wall is immoral? Look at all of the countries that have walls and they work 100%. It's never going to change."14.8K views0:07 / 0:32
2019-01-03, 50 years from now people will be asking but what did the leader of the free world do to try and avoid environment calamity? ...oh he was just obsessed with building a wall between the US and Mexico because you know that was  his thing'
2019-01-03, Fitting that it's a song by The Police.
2019-01-03, TRUMP JUST ISSUED VETO THREATSO @realDonaldTrump Is keeping government shutdown thenTrumpShutdownTrumpShutdownTrumpShutdown
2019-01-03, America will buy this press conference with Border Security hook line and sinker.  Yet they don't realize the wall is to keep them in... not illegals out.  
2019-01-03, It's COMMON SENSE to build a wall for the security of our nation. A majority of Americans want the WALL. Thank you for taking the hard stance that most gutless republicans have avoided for years.
2019-01-03, Today @realDonaldTrump made a surprise appearance at the White House press briefing and introduced some of the heroes of ICE and Border Patrol.2:0765.3K views
2019-01-03, Did the Lex Luthor brigade travel from the border? During a government shutdown? How so ? It also wasn't a briefing or a press conference. Those have Qs and As.  It was old man tells tales at podium.
2019-01-03, I wonder if he clicks his heels together three times as he chants "Build The Wall."
2019-01-03, Heard this before ahahahahha
2019-01-03, Considering he has only stepped foot in the Briefing Room TWICE during his presidency  it certainly was a surprise.It wasn't a surprise that he ignored every follow-up question.Individual1 FakeNews
2019-01-03, The Big Baby made a personal plea for his Waaaaaaaaalllllllllll!While the real adults were passing tax breaks for the middle class in Congress.
2019-01-03, There was no briefing. It was a dog and long show.
2019-01-03, Looks like Larry with four Curley's  - Where's Moe?
2019-01-03, US consumers pay for those tariffs in higher prices. Moreover the market is crashing because of your dumb tariff policy. Apple and every major US company are losing as well. Add to that the biggest one-month decline in US factory activity since the Great Recession DumpTrump
2019-01-03, This sign screams I am so insecure about the size of my ... digits! 
2019-01-03, Because then he wouldn't be able to get a kickback
2019-01-03, Dear @realDonaldTrump: What reality do you live in? @GOP ran on building the wall and got crushed by the largest popular vote margin in US history last year. That's why we have MadamSpeaker Nancy Pelosi. Oh and the Dow dropped 660 points today. Time to end the TrumpShutdown. https://twitter.com/realDonaldTrump/status/1080881680779542533 This Tweet is unavailable.
2019-01-03, Why do Trump supporters feel that he's fighting for them by shutting down the government? He lied to them he said Mexico will pay for the wall why are the American people being asked to pay for it now?
2019-01-03, might be the greatest tweet I ever read
2019-01-03, Left cant meme
2019-01-03, What a gal! As a nonessential employee of Congress you should be on furlough (and hopefully forever).  @Ocasio2018 cc: @realDonaldTrump
2019-01-03, So this just happened... Trump actually held a press briefing to make a spectacle out of a Hispanic dude asking if we wanted a wall or wanted him to break into our homes. Jfc...PressBriefing
2019-01-03, If you can climb in a window can't you climb a wall? @realDonaldTrump FuckYourWall TrumpResign
2019-01-03, If either H.R. 21 or H.J. Res. 1 (the Pelosi budget proposal) were presented to President @realDonaldTrump his advisors would recommend that he veto the bill. http://45.wh.gov/GpUp6h
2019-01-03, What advisors?
2019-01-03, There are still 300000+ apprehended at the border each year. Now they are mostly claiming asylum. Do we ignore those?
2019-01-03, If they're claiming asylum then they get due process.  No one is suggesting we ignore immigrants or immigration.   But a wall?   It's a 5th century solution to a 21st century problem.
2019-01-03, Mitt Romney must be a better man than most men and women the first thing Mitt does is go on TV and attack our president Mitt must be a perfect human being. It is a wonder that he has not already been called to Heaven to assist GOD. @tenderkitty23 @tj @SenTedCruz @realDonaldTrump
2019-01-03, If the shutdown continues not only will federal employees not get their paychecks Americans won't be getting their tax refunds either.In a Shutdown IRS Will Take Your Money but Give No RefundsA prolonged government shutdown would likely delay billions of dollars in income-tax refunds.wsj.com
2019-01-03, All because @realDonaldTrump doesn't understand the art of the deal.
2019-01-03, And you waited 2 years to demand funding for your wall. Almost as if you remembered there's an election in 2 years.
2019-01-03, The pundits won't listen to the men & women of the BORDER PATROL nor the Sec of DHS. Pelosi et al just doesn't want to..why? Because she is a coward and a duplicitous hack. She cares nothing about Angel families like @sabine_durden. Power achieved is not power perceived!
2019-01-03, THE WHITE HOUSE INSTABILITY: USSenator supposed to be closer to @RealDonaldTrump  for FTA with Pakistan for pushing Taliban talks ahead to end AfghanWar...RUM@Nepal-Himalayas@UNSG..@VisitNepal2020@HinduKushMountains@Daesh http://a.msn.com/0F/en-xl/BBRKwkF?ocid=st 
2019-01-03, Can someone answer this question for me please. Where da phuck was Barron Trump doing the Holidays? I'm worried that his safety might've been compromised. Maybe that's a question for @realdonaldtrump
2019-01-03, A nice compilation of protests from all over the world.
2019-01-03, Womp womp 
2019-01-03, Somehow it's not the only thing they don't care about.
2019-01-03, The point for that room is to answer questions why can't you all figure that out?
2019-01-03, They know; they don't care.
2019-01-04, More is going on behind the scenes than John Q Public knows about !! Trust The PlanThe following media includes potentially sensitive content. Change settingsView
2019-01-04, Good day to remind @realDonaldTrump he is individual-1. @SpeakerPelosi and @RepAdamSchiff will provide thorough congressional oversight over him his business  and his presidency .FakePresident TrumpForPrison NancyPelosi AdamSchiff waitforit
2019-01-04, Wait. You say you don't know Jim Webb and you also say you are sure he is a fine man? Talking out of your ass as usual. GTFOH.
2019-01-04, Who has been quiet lately? Would you like to take a guess? Several have been quiet.
2019-01-04, What's the opposite of a retweet?
2019-01-04, Let's face it your judgement of people is a tad lacking to say the least.  That's why you went bankrupt so many times.  Thank God for Bank of Dad and Putin.
2019-01-04, We can thank her Democrat political leaders for putting her in that mess. SanctuaryState
2019-01-04, HOLIDAY HELPHAPPENS EVERY YEAR. NOW CHECK AGAIN LATER THIS MONTH.
2019-01-04, How do you impeach trump who mimics every word out of Putin's mouth? Loves dictators& our enemies & denigrates our allies? Uses office to enrich himself & his family? Is so ignorant he claims to be an expert in everything? Is obviously OWNED by Russia? Hmm I don't know. Do U?
2019-01-04, How many @realDonaldTrump supporters will like this news? Trumpshutdown http://a.msn.com/00/en-us/BBRLURy?ocid=st 
2019-01-04, More stupid bizarre threats by @realDonaldTrump. If the TrumpShutdown lasted months or years then border patrol agents TSA agents FBI agents and DEA agents could not afford to stay on the job because they are not getting paid. Hard to do border enforcement with no personnel.Quote TweetJosh Dawsey@jdawsey1 · Jan 4 2019"I did say that. Absolutely" Trump says when Major Garrett asks if he threatened a shutdown of "months or even years" as Schumer recounted.
2019-01-04, Some of these border guardians may be tempted to take a bribe from the cartels if they don't get paid soon. No wall can prevent collusion.
2019-01-04, She totally disrespected the USA and our president. And this will not help Americans to endear other Muslims.  All her own doing.
2019-01-04, It's also fairly interesting that these reports are released by the @USDOL which is lead by @SecretaryAcosta who took extreme measures to let @EpsteinJeffrey & others off the hook for child molestation & trafficking. Makes you question his & the report's integrity a bit.
2019-01-04, Credit for what??? Putting our country in danger?  Making idol threath's making government workers suffer via the holidays etc.  That's not going to work.  Man-child said HE was building the wall Well since he has deep pockets and mega rich friends ya'll pay for the wall
2019-01-04, So ImpeachTheMF is trending right now!  Well guess what!  our President ain't going no MF where. He will win again in 20 MF 20! maga
2019-01-04, What an embarrassment and a wasted moment by Ms. Tlaib to represent her constituents as one of the first Muslim women in Congress her behavior spoke volumes.  In her quest to disrespect @realDonaldTrump she disrespected herself. MAGA
2019-01-04, ImpeachTheMF  everyone get on board the impeach train...@realDonaldTrump @PMafull @AjaJay45 @LiberalResist @Rosie @BetteMidler @ananavarro @Acosta
2019-01-04, If you think about it @realDonaldTrump literally is holding American Citizens tax returns/money hostage over an ineffective and prehistoric defensive mechanism (read: Wall).
2019-01-04, @realDonaldTrump Yes DO IT! Do it because protecting Americans is ur 1St & most important duty. Do it because YOU CAN. Other Presidents said they would BUT DIDN'T! Do it because it's the right thing 2do. Do it because although the Dems say they want border security...THEY DON'T!
2019-01-04, Please resign the presidency
2019-01-04, Everyone you pick does a fine job until they don't!
2019-01-04, Which is immediate.
2019-01-04, He doesn't care about thousands of innocent kids in US cages he sure doesn't care about this.
2019-01-04, Trump in the Rose Garden: You can't impeach somebody that's doing a great job. That's the way I look at it. He's lying. You can impeach somebody for: Treason Bribery High crimes MisdemeanorsAnd @realDonaldTrump has done all of the above. ImpeachThatMotherFucker
2019-01-04, But he's not doing a good job so he can be.
2019-01-04, Congress is responsible for funding the government as per US constitution.
2019-01-04, Congress has provided multiple bills internally but every time they go to vote the orange one likes to remind them he won't sign it till his 20th century solution to a 21st century problem is funded. Something both R and D are not 100% in favor of!
2019-01-04, You have already diminished this country in many ways. Even if you were removed today the full faith and confidence in our institutions are gone. You've brought dishonor to this great nation and there isn't any going back from that.
2019-01-04, It's what we need right now!
2019-01-04, They would be a good day for @realDonaldTrump to release his tax returns.
2019-01-04, Today would be a good day for Trump to resign.
2019-01-04, What was that hot mess in the Rose Garden today
2019-01-04, Blood on your hands @realdonaldtrumpTrumpShutdown ImpeachTheMFQuote TweetGlenn Kessler@GlennKesslerWP · Jan 4 2019Three dead in national parks as shutdown wears on  https://washingtonpost.com/energy-environment/2019/01/04/three-dead-national-parks-shutdown-wears/?tid=ss_tw&utm_term=.f9c36d0bd1a8 
2019-01-04, Alexandria does more work with the legs than Nancy did this week. The video is famous but the HR1 act will not reach the Senate floor at all @realDonaldTrump
2019-01-04, "National Emergency"@realDonaldTrump How's that Mexico paying for the big beautiful wall thingy going?
2019-01-04, unfit Unstable impeachment Annul  Term
2019-01-04, After this last press briefing why isn't anyone talking more about the 25thAmendment? Sure @realDonaldTrump was lying about things but it was the bizarre rambling which was really alarming. He is not stable nor a genius.
2019-01-04, Such a good lapdog!
2019-01-04, How dare he talk this way about all of our military and veterans! He didn't go to Nam because of bone spurs and he had the audacity to say that he could have been a General so disrespectful!
2019-01-04, It's easy. You'll see.
2019-01-04, @realDonaldTrump Do u realize @TSA employees r not been paid. I'm pretty sure some of them voted 4u. Can u please loan my son some money 2 pay his bills until you open the government back up. Because I b got damn if he's moving back n my house. Sincerely a concern mom 
2019-01-04, Walls in Belfast were instrumental in solving the terrible violent Troubles there.  Please fund the US southern border wall NOW and save lives on both sides!! wall
2019-01-06, Preach on. It's a slap in the face to myself and every man and woman who has ever served
2019-01-06, ......and the members of congress who have sold their soles to these people.....
2019-01-06, God Bless our POTUS & his Family.
2019-01-06, "We" as is in who....the GOP? This tweet kind of makes it sound like Schumer and Pelosi are on board with you. I have a feeling you're just being deceptive as usual.
2019-01-06,  washed up @SnoopDogg who now makes cook books & hasn't moved to Canada bc even they don't want him. doesn't post his comments to @realDonaldTrump on his TL why? He does it on his story .. why? Scared... why? Losers gonna lose. That's why. 
2019-01-06, Not only is @realDonaldTrump's Trumptanic rudderless it is now helplessly sinking and lost at sea!!! Captain Idiot who claims he would have been a good General is now a Major Disaster!!! https://twitter.com/45RAPEDKATIE/status/1082051241599995905 This Tweet is unavailable.
2019-01-06, Hopefully Mueller fires a torpedo into the sinking wreck and ends this nightmare.
2019-01-06, I agree Mr. Trump. And most if the people that oppose the wall have fences gates and locks around their house to keep people that aren't "vetted" off their property. Bigots I say!!!
2019-01-06, fences gates and locks around personal property is entirely different than a wall along one border of an entire nation.
2019-01-06, But the criminal who shot Cpl. Singh was NOT a citizen!
2019-01-06, Why do you think we the sovereign people who have drugs ruining our country need an open border? Women and children were not the only people and it is wrong to cross without requesting by the proper means necessary. Intrude in my house and you will get scolded.
2019-01-06, Most of the drug deaths have been provided from American Pharmaceutical companies. Illegal crossings are down and as DHS themselves report most have been caught at or near existing border crossing that already have walls. Have you ever been where the new "walls" are proposed?
2019-01-06, Our forefathers are rolling over in their gravesites. You could have only done this in the lax USA.Russia China and Japan would NOT tolerate your BS one second.Understand Witch. @GOPChairwoman @realDonaldTrumpQuote TweetRashida Tlaib@RashidaTlaib · Jan 5 2019I used my own *personal Quran* that my best friend of 25 years gifted me to use for the ceremonial swear in (basically a photo with Speaker Pelosi).*Note: I did not use Jefferson's Quran as reported. I wanted it to be more personal (and my own).
2019-01-06, No freaking wall
2019-01-06, Makes no sense because it's their money too. Why the hell would anyone in their right mind say  it's not gonna he there when I need it.  It's tied to your name it's yours. Not much we get as commoners and to give in is what pussies do! DontBePussies
2019-01-06, The GOP in conjunction w/the NRA Evangelist traitors & sweet Mother Russia's ultimate goal is to break America into 2 classes.The very wealthy & big corporations & everyone else.If they get it their way we'll be fighting for crumbs.Years in the making.Never stop fighting!
2019-01-06, While Trump's crying wolf at the southern border. TSA will continue to call in sick and terrorist will definitely be coming in thru the airport. Now that's a real fact! 
2019-01-06, Open the Government.
2019-01-06, @LindseyGrahamSC is just one example of why the @GOP is in serious trouble as shown by the 2018 Midterm results an old entitled white Male who has meltdowns where he is belligerent & angry because that is all Republicans have left it flows from the top @realDonaldTrump!!
2019-01-06, Can somebody please show this map to TrumpShutdown and pose the question? What say you @realDonaldTrump ????
2019-01-06, He is so dumb!!!!
2019-01-06, Judicial Watch released two sets of heavily redacted State Dept records showing that classified Russia info was researched / disseminated to multiple U.S. Senators by the Obama Administration immediately prior to President @realDonaldTrump's inauguration.Judicial Watch: Documents Reveal Obama State Department Urgently Provided Classified  Russiagate'... We made the deadline! Thank you everyone for what was truly a Department-wide effort!'   former senior advisor to the assistant secretary for European and Eurasian Affairs less than 24 hours before...judicialwatch.org
2019-01-06, So when do the arrest happen?
2019-01-04, I'm a federal contractor who is not working and will never get back pay. Border security is important but so is making sure my children eat. @realDonaldTrump does not speak for me or the many thousands of others who just want to do the work we were hired to do. ShutdownStories
2019-01-06, ShutdownTownHall Share your ShutdownStories and tag your Senators. We need Republican Senators to help end this. America needs an open government - not a wall. Our country and lives are in your hands.@SenCoryGardner@ThomTillis@SenJoniErnst@lisamurkowski@SteveDaines
2019-01-06, I don't hate Rand Paul Paul Ryan Ron Paul. I mildly despise them & the fake libertarian ideology I once thought had some integrity but I now know is a cult designed by con artists. Culties are predictable. Cult leaders are almost always cons.
2019-01-06, My husband used to be a libertarian; but I disabused him of that disease. Lol.
2019-01-06, The Republicans who think of themselves as realists are asking America to PRETEND that @realDonaldTrump is not a criminal. OK guys?
2019-01-06, THE LEFT'S RESISTENCE WALL IS CRUMBLING AS THE CRACKS ARE HUGE EXTREME AND WIDENDING; SOON WE'LL SEE ANOTHER CLASSIC FOLDING BY SCHUMER & POLOSI; AS THEY RUN FOR COVER AS 800000 LIBS/LEFTIES COME CLAMERING FOR THEIR SCALPS yy
2019-01-06, When Pelosi and Schumer claim they oppose the wall because it ostensibly "won't work" they are lying through their seditious teeth! They oppose the wall precisely because it _will work_!!
2019-01-06, He didn't retweet that tweet like he retweets everything else that mentions him. I wonder why.
2019-01-06, @realDonaldTrump voted for you. support you. love the jobs report. more people come to the US under immigrant/non immigrant visas & f'in disappear obtain status illegally - marriage fraud etc. Canada is 10x worse then Mexico as a border. man up and end this nonsense.
2019-01-06, I've been told by a few people it's not my place to call out R. Kelly because I should be calling out white predators. That's bullshit. Decent people should call out both @realDonaldTrump & @rkelly.P.S. They must've missed the poem I wrote in 2017 called  The White Monster. 
2019-01-06, Well @johnlegend and @jadapsmith don't agree with them either so... I don't care who you are. Grown men holding young girls in abusive captivity and peeing in their mouths and sexually abusing them on tape GET NO PASSES. I can't even believe this is a thing.
2019-01-07, We the people need to hold Trump members of Congress and the news media accountable to the TRUTH.
2019-01-07, I respect the hell out of him for telling it for once like it really is
2019-01-07, The thing is: it isn't how it really is. It's how he perceives things and his perception is strongly skewed towards his own narcissistic beliefs. I mean last I heard he's spoken over 6000 lies in 2 years. Those are just the ones easily proven! That's terrifying!
2019-01-07, Please get emergency funds for the real national emergency YOU! Your continued presidency is a national emergency for this country and needs to end immediately.
2019-01-07, ImUnsureHowToPutThis into simple enough terms for @realDonaldTrump to comprehend but here's a gif for it.GIF
2019-01-07, Beep!! Wrong answer!! You said ISIS was defeated you can't just have them magically come....Unless you were lying!! 
2019-01-07, HUMANITARIAN crisis? YOU are the humanitarian crisis dude. You and the monstrous creatures in your cabinet.I would rather watch paint dry while slamming my finger in a drawer all day. TWO fingers.
2019-01-07, The only crisis I'm aware of sits in the White House.
2019-01-07, We don't want to hear more lies! Apparently neither do the networks.
2019-01-07, He is demonstrably unfit for office. What are we waiting for?https://nytimes.com/2019/01/05/opinion/sunday/trump-impeachment.htmlclick=https://t.co/8yjzhSXhnz 
2019-01-07, I would but I'm having every hair on my body slowly pulled out simultaneously
2019-01-07, Are you going to explain how few people on the southern border made the terrorist list?
2019-01-07, It was something.  We got the amount 6:45 am. Trump arrived I think about 6:30 pm. Longest day!  But no one complained.  Everyone was so good.
2019-01-07, It's such a national emergency we're waiting 24 hours to address the nation...
2019-01-07, The only crisis down there is you putting babies in ice boxes and kidnapping them from their parents. Gross af! TheBeat
2019-01-06, I wonder if the author of this story is aware that Trump accepts no salary as president.Quote TweetThe Daily Beast@thedailybeast · Jan 6 2019Trump: "I can relate" to federal workers not getting paid during the shutdown https://trib.al/vKEuPH2
2019-01-07, Accepts no salary - but COME ON @realDonaldTrump is RAKING IN MILLIONS of OUR TAX DOLLARS and stuffing them into his own pockets! His Emoluments Clause violations are never-ending.His golfing alone has cost US $84M! Don the Con even charges the SS to RENT HIS OWN GOLF CARTS.
2019-01-07, Any network that airs this live is knowingly participating in a  disinformation campaign https://twitter.com/realDonaldTrump/status/1082347305699889157 This Tweet is unavailable.
2019-01-07, I am disgusted this is why @realDonaldTrump is first addressing the nation. Hurricanes. Shootings. Khashoggi. And the phony emergency is the reason!?
