User,Handle,PostDate,TweetText,ReplyCount,RetweetCount,LikeCount
Ken WHITE,@Kenwhite4444,2019-06-01T23:58:29.000Z,"We will NEVER forget you are trying to do the right thing, trying to keep your promise and protect America & Americans
You are fighting like hell to protect us, but the left & Democrats made a deal with the devil to stop you.
We will vote you a second term #2020Election #MAGAWe will NEVER forget you are trying to do the right thing, trying to keep your promise and protect America & Americans
You are fighting like hell to protect us, but the left & Democrats made a deal with the devil to stop you.
We will vote you a second term #2020Election #MAGA",,2,10
Sky News,@SkyNews,2019-05-31T16:05:00.000Z,"Guess who's back? 

Watch full coverage of President Trump's state visit to the UK from Monday on 
@SkyNews
. #TrumpVisit 

You can find us on Sky channel 501 or live here https://news.sky.com/watch-live0:18
5.1M views",801,3.3K,4.9K
TakeUSAbackfromtRump,@ea_neil,2019-06-01T23:55:55.000Z,"L
ndoners can't wait to see you CROOKED LYING RACIST Herr 
@realDonaldTrump
...",,4,2
Dan Celia,@financialissues,2019-05-31T12:48:21.000Z,".
@Franklin_Graham
 will be joining me LIVE on Financial Issues to talk about the nationwide movement, Special Day of Prayer. Tune in at 11:15AM ET on http://bit.ly/FISMLiveQuote Tweet
Franklin Graham
@Franklin_Graham
 ∑ May 26, 2019
Announcing Special Day of Prayer for the President - June 2",972,2.2K,11.2K
Mark Newman,@newmarkman,2019-06-01T23:55:15.000Z,F'ING GRIFTER,,1,12
That Pharmacist Kid,@MWLAD17,2019-06-01T23:57:31.000Z,Lol except it's totally true so...Lol except it's totally true so...,1,,7
"Nonz
s",@Nonzknows,2019-06-01T23:55:57.000Z,Time to tax churches!! Actually past time!Time to tax churches!! Actually past time!,,1,4
LJLassiter,@Lassiter2011,2019-06-01T23:56:39.000Z,"@psychdr100
Trump punishes other countries for taking American jobs. The truth is American corporations have been doing this more often, with Trump's support.  No One Is Stealing Our Jobs ì Corporations Are Sending Them Away https://trofire.com/2019/06/01/no-one-is-stealing-our-jobs-corporations-are-sending-them-away/¶ via 
@The
 Ring of Fire Network@psychdr100
Trump punishes other countries for taking American jobs. The truth is American corporations have been doing this more often, with Trump's support.  No One Is Stealing Our Jobs ì Corporations Are Sending Them Away https://trofire.com/2019/06/01/no-one-is-stealing-our-jobs-corporations-are-sending-them-away/¶ via 
@The
 Ring of Fire Network",,2,13
Paul Burns,@peburns,2019-06-01T23:55:52.000Z,You should be praying for the rest of us!You should be praying for the rest of us!,1,1,10
Martin,@MartyQuinn27,2019-06-01T23:57:50.000Z,Really David?? Have you listened to the interview???Really David?? Have you listened to the interview???,,,14
Paul Stoner,@SouthernBlueDog,2019-06-01T23:59:00.000Z,"Piggy bank?  That's what you and the GOP seems to think. Record deficits, tariff wars. You do not care about any piggy bang except for your own. Save your fake words hypocritical moron.Piggy bank?  That's what you and the GOP seems to think. Record deficits, tariff wars. You do not care about any piggy bang except for your own. Save your fake words hypocritical moron.",,1,2
sassygurl,@JanetLGO,2019-06-01T23:59:28.000Z,"but you see, only one side has anything to hide, and it's not the counterintelligence operation. Your boy trump is a phucking criminal, and you've hitched your wagon to him. One day this will blow up in your face - just as it should.but you see, only one side has anything to hide, and it's not the counterintelligence operation. Your boy trump is a phucking criminal, and you've hitched your wagon to him. One day this will blow up in your face - just as it should.",,1,3
Wayne A Schneider,@WayneASchneider,2019-06-01T23:59:37.000Z,"It's not false. He said those things. And there's no context in which calling Meghan Markle ""nasty"" is anything but his typical misogynism showing through. Donald Trump is a disgusting human being. When are you going to see him for the fraud that he is?It's not false. He said those things. And there's no context in which calling Meghan Markle ""nasty"" is anything but his typical misogynism showing through. Donald Trump is a disgusting human being. When are you going to see him for the fraud that he is?",1,1,10
"Michigan
Progressive",@MichiganProgre1,2019-06-01T23:58:23.000Z,"The only reason why republicans are doing this is to say see, they can work and cut everyone off.",,,1
Marshall,@MarshallSbar,2019-06-01T23:56:01.000Z,"TRUMP TWEET WARNING:
Information in a Trump tweet are rarely related to actual facts & should be deemed to reflect an untruthful interpretation of reality. 
Continue reading cautiously with extreme skepticism 
#DerangedDonald doesn't understand Tarrifs or economics 
#ImpeachTrumpTRUMP TWEET WARNING:
Information in a Trump tweet are rarely related to actual facts & should be deemed to reflect an untruthful interpretation of reality. 
Continue reading cautiously with extreme skepticism 
#DerangedDonald doesn't understand Tarrifs or economics 
#ImpeachTrump",1,1,4
Mark Whicker,@MWhicker03,2019-06-01T23:57:42.000Z,Third Lady Stormy not on hand?Third Lady Stormy not on hand?,,1,14
"butchkaplan
all valid",@butchkaplan,2019-06-01T23:58:01.000Z,A Gallup survey has identified Barack Obama as the 'Most Admired Man' in the world for 11 straight years.A Gallup survey has identified Barack Obama as the 'Most Admired Man' in the world for 11 straight years.,2,2,7
"butchkaplan
all valid",@butchkaplan,2019-06-01T23:57:37.000Z,A Gallup survey has identified Barack Obama as the 'Most Admired Man' in the world for 11 straight years.A Gallup survey has identified Barack Obama as the 'Most Admired Man' in the world for 11 straight years.,,1,3
WyeToons,@pamwye,2019-07-01T23:52:21.000Z,"Sarah, Sarah. How long did you go without holding a press briefing? How many lies did you tell America when you did úbriefù the press? You, dear mean girl, were phoning it in. No one elected you but we all paid your salary and benefits. Sadly.",,2,30
Robin,@editorrobin,2019-07-01T23:58:29.000Z,They are two of a kind: narcissists with daddy issues who need power to make themselves feel important.They are two of a kind: narcissists with daddy issues who need power to make themselves feel important.,1,2,31
Ronna McDaniel,@GOPChairwoman,2019-07-01T15:44:25.000Z,"In case Ocasio-Cortez wants to compare records:
@IvankaTrump
 championed a 100% increase in the child tax credit that's saving families $2K a year.

AOC's biggest legislative accomplishment?

Writing a socialist plan that would require a 100% tax rate on any family earning $30K+",3.2K,4.7K,12.8K
Island Girl,@DearGoodPeople,2019-07-01T23:51:31.000Z,"@IvankaTrump
 sat silently while her father 
@realDonaldTrump
 separated children from parents and put them concentration camps. 
#TrumpConcentrationCamps",,1,4
Craig McDonough,@crmcdonough,2019-07-01T23:56:56.000Z,"Umm, 
@realDonaldTrump
, Ummm, if the foundation úgiving away more money than it hadù the foundation would be guilty of malfeasance, fraud, and writing bad checks

Accuracy seems not to be your strong suitUmm, 
@realDonaldTrump
, Ummm, if the foundation úgiving away more money than it hadù the foundation would be guilty of malfeasance, fraud, and writing bad checks

Accuracy seems not to be your strong suit",,1,2
pwithm11,@pwtham11,2019-07-01T23:56:15.000Z,"Make sure you guys discuss Tucker's comment ""You've got to be honest about what it means to lead a country, it means killing people.ù And make sure you agree with it, because that will be a big hit. Thx.Make sure you guys discuss Tucker's comment ""You've got to be honest about what it means to lead a country, it means killing people.ù And make sure you agree with it, because that will be a big hit. Thx.",,1,8
will james,@tunbelly,2019-07-01T23:55:44.000Z,Did you whisper sweet nothings in his ear?Did you whisper sweet nothings in his ear?,,1,4
Pitt Griffin,@pittgriffin,2019-07-01T23:58:33.000Z,"The Gov of NY doesn't get to pick his AG. She is elected separately and so is not his tool.
You picked Barr to be your tool. So I get your ignorance.
#DerangedDonaldThe Gov of NY doesn't get to pick his AG. She is elected separately and so is not his tool.
You picked Barr to be your tool. So I get your ignorance.
#DerangedDonald",,7,25
Liddle' Savage,@littledeekay,2019-07-01T22:29:10.000Z,"So what you're saying is not only are your cognitive abilities failing you, but your vision is declining as well.So what you're saying is not only are your cognitive abilities failing you, but your vision is declining as well.",17,24,481
FauxReal,@fauxreal6,2019-07-01T23:56:01.000Z,"You notice the Kim Jong un is the ""healthiest"" looking person in North Korea?",,,1
Elaine SH.,@ElaineMESH,2019-07-01T23:56:57.000Z,"What a waste of tax payer $$$. And all because 
@realDonaldTrump
 is so weak and insecure in his own manhood.What a waste of tax payer $$$. And all because 
@realDonaldTrump
 is so weak and insecure in his own manhood.",1,1,12
UncleSalty301,@dog69_salty,2019-07-01T23:56:18.000Z,"Ok Ivan, settle down nowOk Ivan, settle down now",1,,8
Mark Fryer,@Markfry809,2019-07-01T23:55:11.000Z,"Bring in Hannity and whallah, you've got the 3 stooges.Bring in Hannity and whallah, you've got the 3 stooges.",,1,8
John Bolton,@AmbJohnBolton,2019-07-01T21:50:00.000Z,"There is no reason for Iran to increase its enrichment unless it's part of an effort to reduce the breakout time to produce nuclear weapons.
https://whitehouse.gov/briefings-statements/statement-press-secretary-60/¶",870,803,1.9K
Mahtab,@shsoab,2019-07-01T23:59:44.000Z,"Iran has always threatened to do worse if the US does not comply with their terms. It's pointless to negotiate with terrorists period. 
@realDonaldTrump
  @SecPompeo",1,2,3
Ted Lieu,@tedlieu,2019-07-01T22:30:48.000Z,"Hey 
@realDonaldTrump
, the US hasn't made any Sherman tanks in over 60 years. 

Also, why are you suing to eliminate health care coverage for Americans with pre-existing conditions?Quote Tweet
Josh Dawsey
@jdawsey1
 ∑ Jul 1, 2019
Trump tells pool in Oval Office there will be tanks at July 4 celebration, as we reported this morning. ""And we're gonna have some tanks stationed outside... So we have to put them in certain areas but we have the brand new Sherman tanks and we have the brand new Abram tanks.""",626,5.9K,19.6K
Mike.C,@MikeCobalt44,2019-07-01T23:55:27.000Z,"Same Grandiose plan as last time (That was *Defeated) and like everything thing he just cant ""Let it Go"". Ridiculous idea then and now second time around even worse.",,1,2
Joe Tosha,@joetosha54,2019-07-01T23:53:57.000Z,Is that the foundation that paid a bribe to Pam Bondi to drop the Trump University investigation in Florida? That foundation?Is that the foundation that paid a bribe to Pam Bondi to drop the Trump University investigation in Florida? That foundation?,,1,15
Alison Hunt Monger,@AlisonMonger,2019-07-01T23:58:39.000Z,Glad you're happy he looked úwellù. Wish you had as much concern for Ottos's family. #heartlessbastardGlad you're happy he looked úwellù. Wish you had as much concern for Ottos's family. #heartlessbastard,,3,8
John Pins,@Pinner40,2019-07-01T23:54:53.000Z,"Thank you for the info, I stopped reading when you mentioned uranium one. But, I'm disappointed, no mention of the pizza shop basement pedophelia ring that Hillary was running? I'll have to check. Either way, you're wrong, but you don't care anyway.Thank you for the info, I stopped reading when you mentioned uranium one. But, I'm disappointed, no mention of the pizza shop basement pedophelia ring that Hillary was running? I'll have to check. Either way, you're wrong, but you don't care anyway.",,,10
K Dee,@KevS19B4,2019-07-01T23:59:17.000Z,I can't use facts to talk you out of a position you did not use facts to get into.I can't use facts to talk you out of a position you did not use facts to get into.,,,7
Jasper Sher / #WearAMask & I've been vaxed!,@Jasper_cat44,2019-07-01T23:50:48.000Z,The whole chain of command should be up on charges.The whole chain of command should be up on charges.,1,,3
Empress HayaH of Hania,@HanianEmpress,2019-07-01T23:53:01.000Z,"Agreed!
Nuremberg trials come to mind.
This is human rights issues now.
Isn't this the time for some UN commission to flex their muscles and the international community to make a big fat stink outta it?",,1,2
AnotherBrickInTheWall,@aawalshy,2019-07-01T23:58:34.000Z,"How is it possible that almost 32k people loved his tweet? I mean, of COURSE KJU looks healthy! He's the ONLY North Korean that ISN'T being STARVED!How is it possible that almost 32k people loved his tweet? I mean, of COURSE KJU looks healthy! He's the ONLY North Korean that ISN'T being STARVED!",1,1,3
RC deWinter,@RCdeWinter,2019-07-01T23:55:01.000Z,How much did you pay him for this pile of unpalatable...errr.....ummmm....horse hockey?How much did you pay him for this pile of unpalatable...errr.....ummmm....horse hockey?,,3,4
Courtney Unger,@Courtney_Unger,2019-07-01T23:59:11.000Z,"Mary and Joseph were refugees. If you lived back then, you would have gladly turned them away, and Jesus would have never lived. Whatever kind of ""Christian"" you think you are, it's clearly not one where the teachings of Christ are actually involved.",,,7
Ms. CallItLikeISeeIt,@JupiterWaypost,2019-07-01T23:58:10.000Z,"Lol, you judging health!! That's rich.Lol, you judging health!! That's rich.",1,,8
Ellyay,@ellyay,2019-07-01T23:53:57.000Z,You guys deserve each other. You guys deserve each other. ,1,,4
Pat,@Polish333,2019-07-01T23:54:18.000Z,"Isn't this the crap he wanted at Veterans Day, and was told no 
.  He wants a dictator's Parade, not a celebration of our country's 4thIsn't this the crap he wanted at Veterans Day, and was told no 
.  He wants a dictator's Parade, not a celebration of our country's 4th",1,1,7
Jan Garrity,@inktomi544,2019-07-01T23:56:17.000Z,Listen up space cadet bone spurs we are sick and tired of you and your narcissistic deplorable despicable vile behavior's #CommandantOfConcentrationCampsAlongWithTheGOPKickToCurb #ImpeachImpeachImpeachListen up space cadet bone spurs we are sick and tired of you and your narcissistic deplorable despicable vile behavior's #CommandantOfConcentrationCampsAlongWithTheGOPKickToCurb #ImpeachImpeachImpeach,,3,4
CBS47,@CBS47,2019-07-01T23:55:14.000Z,"U.S. President 
@realDonaldTrump
 made history on Sunday as the first sitting U.S. leader to step foot into North Korea. The U.S. and North Korea are hopeful that a 3rd summit between the nations will yield results.Trump makes history in North Korea
Trump makes history in North Korea
youtube.com",,1,3
Miriam J Ramirez MD,@mjean2,2019-07-01T23:52:19.000Z,"@realDonaldTrump
 Praying for Ur success in all Ur endeavors! There are more of us in PR who support U than all of our dumb leaders! Let us invite U to come down! We don't have $$ for a big party, but we will show U our appreciation! College REPs R raising $$ to make you a statue!Quote Tweet
Ramsey Mart√≠nez, MBA
@rammarper66
 ∑ Jul 1, 2019
Replying to @mjean2
Am√©n @mjean2 por un mejor Puerto Rico 51st Statehood now
GIF",,1,3
Accountability is not oppression,@ProfGWhiz,2019-07-01T23:57:13.000Z,"Kinda like when Trump and his GOP friends go to Florida to get blow jobs from ""illegals""?

Like that kind of Christian? Or more like when Trump golfs at his property and sells our country for parts to dictators?",,2,10
GiGi Gator Girl,@zazzybritches,2019-07-01T23:58:26.000Z,I've wondered that. I think it's because they know Bitch Mitch will make sure he is found not guilty. Perhaps things will change after the election.I've wondered that. I think it's because they know Bitch Mitch will make sure he is found not guilty. Perhaps things will change after the election.,1,2,3
Diane Harris,@DhLadylaw,2019-07-01T23:57:25.000Z,"This is so heartbreaking. I pray God's wrath comes down on 
@realDonaldTrump
, Jeff Sessions, Stephen Miller, 
@CBP
 officers who are abusing these people who are looking for compassion and understanding. They don't deserve this. No one does. 
 What will you do, 
@IvankaTrump
?Quote Tweet
Alexandria Ocasio-Cortez
@AOC
 ∑ Jul 1, 2019
What's haunting is that the women I met with today told me in no uncertain terms that they would experience retribution for telling us what they shared.

They all began sobbing - out of fear of being punished, out of sickness, out of desperation, lack of sleep, trauma, despair.",,,
Giovanni Barcenes,@giobarcenes,2019-07-01T23:54:07.000Z,"These are our sisters, mothers, grandmothers, tias, primas, neighbors, and friends. This is inhumane. 
@CBP
 this can't go on. 
@realDonaldTrump
 pass an executive order to help these women. 
@DHSgov
 @senatemajldr do something. These are human beings suffering in our country.Quote Tweet
Joaquin Castro
@JoaquinCastrotx
 ∑ Jul 1, 2019
All Americans must help to change this system. Thank you to the members who attended today: @RepEscobar, @RepJudyChu, @RepPeteAguilar, @NormaJTorres, @RepSylviaGarcia, @AOC, @RepLoriTrahan, @RepJoeKennedy, @RepVeasey, @RepPressley, @RepDean, @RepRashida, @gregstantonaz.
Show this thread",,,5
Marty Rabinowitz,@marty888nyc,2019-07-01T23:55:13.000Z,"If it weren't for potential international disasters, 
@realDonaldTrump
's ignorance would be laugh out loud funny: latest, when Putin mentioned ""western liberal democracy"" the Colludin'Dude though he was talking about Los Angeles and San Francisco!",1,,4
King Kush,@TeamSmokie,2019-07-01T23:57:52.000Z,"Why won't 
@Twitter
 delete accounts such as 
@realDonaldTrump
 @DonaldJTrumpJr
 @EricTrump
 for obvious racist attacks among other things that violate their ùrulesù daily, BUT will delete other accounts for using profanity in a heartbeat?!
 Tweeting President in 2008 huh.",,2,4
rolandsmartin,@rolandsmartin,2019-08-01T23:58:38.000Z,"And for all of you 
@GOP
 #MAGA 
@realDonaldTrump
 lovers, #JackieRobinson was a REPUBLICAN.Quote Tweet
profloumoore
@loumoore12
 ∑ Aug 1, 2019
Jackie warned us. 
1968, Jackie Robinson on Ronald Reagan.
""If the GOP should nominate Nixon or Reagan, it would be telling the black man it cares nothing about him or his concerns.""",5,30,70
Amanda Jean Miller,@mandymiller30,2019-08-01T12:36:50.000Z,"@realDonaldTrump
 #CincinnatiTrumpRally 
The Millers from Kentucky are headed to the rally! #Trump2020",94,20,73
Rob Jackson,@muh_thoughts,2019-08-01T23:54:17.000Z,Those poor kids. They're going to be so embarrassed in a few years.,2,1,22
sandy hanes,@sandyhanes1,2019-08-01T23:52:09.000Z,That's a particularly insidious type of child abuse.That's a particularly insidious type of child abuse.,,1,31
Sara Wescott,@sallynotsara,2019-08-01T23:54:59.000Z,"Kids in cages, obstruction of justice, racist rants. Lots to brag about. #GOPTraitorsKids in cages, obstruction of justice, racist rants. Lots to brag about. #GOPTraitors",,1,4
Karen Schaack,@SchaackKaren,2019-08-01T23:54:30.000Z,"I don't care if 
@realDonaldTrump
's hair is purple, orange or green... I support him! #CincinnatiTrumpRally",1,2,11
SOS USA SOS,@Bellagia44,2019-08-01T23:52:56.000Z,Get used to it. You only have another 6 years. ,,1,2
Kevin S. Aldridge,@Kevaldrid,2019-08-01T23:48:10.000Z,"After someone in the crowd disrupts his speech, 
@realDonaldTrump
 says ""You must have a Democrat mayor."" The crowd boos.",5,3,8
PeachKuchen,@Vituperative,2019-08-01T23:54:03.000Z,Like anyone in his crowd pays attention to Cincinnati politics. Guarantee the majority doesn't even know who the mayor is.,,1,7
Brandon Tatum,@TheOfficerTatum,2019-07-31T14:39:36.000Z,"President 
@realDonaldTrump
 is not a racist.

The mainstream media loves to lie and try to silence how Americans really feel about Trump. Especially black conservative.

Here you go. Hear it from Americans themselves.

#iSupport45",1.4K,8.1K,17.8K
Tim Price,@Tim_Price_1971,2019-08-01T23:59:53.000Z,"Don King 
Supports President TrumpTrump is Not the Problem, Its the SYSTEM-- Don King on Donald Trump,...
Don King on Trump, Russia and Racism
youtube.com",,,
Diamond and SilkÆ,@DiamondandSilk,2019-08-01T23:28:25.000Z,"LIVE: President 
@realdonaldtrump
 rally in Cincinnati via 
@RSBNetworkDiamond and SilkÆ
@DiamondandSilk
LIVE: President @realdonaldtrump rally in Cincinnati via @RSBNetwork
pscp.tv",245,944,3K
Ridge,@Ridgems,2019-08-01T23:53:18.000Z,"For those wondering what happened, someone was holding up a sign that said ""immigrants built America."" and got into a fight with someone else in the crowd #TrumpRallyCincinnati #Trump2020 #MAGA",2,4,4
Thought Criminal,@Craftmastah,2019-08-01T23:52:08.000Z,Democrats hate President Trump more than they want their poor constituents trapped in poverty to be helped.Democrats hate President Trump more than they want their poor constituents trapped in poverty to be helped.,34,42,312
That Greek Guy!,@DesignGreek,2019-08-01T23:55:00.000Z,Awwwww....looks like you need to find your safe space so you can curl up in the fetal position and cry for a WHAAAAAAAAAMBULANCE!,,1,11
CarlitoBrigante,@Tresocho380,2019-08-01T23:58:52.000Z,Hahaha. Shocked at the number of people attending a úhate rallyù yet you are the one spreading hate. That's the problem with the liberals they accuse people of things because they think everyone acts/thinks hateful  like them.,1,2,5
ùô±ùöûùöåùöîùöïùöéùöÑùöôùô±ùöûùöùùöùùöéùöõùöåùöûùöô,@Veronicaromm,2019-08-01T23:53:44.000Z,"Is there a Trump hate rally going on? I am feeling some collective hate and my spidey sense says 
@realDonaldTrump
 is spewing hatred somewhere.",9,3,31
Dylan Ringwood,@Dylan_Ringwood,2019-08-01T23:58:19.000Z,"@realDonaldTrump
 
Daniel Holtzclaw is an innocent man. He has been the victim of a malicious prosecution and investigative process. He is currently serving 263 years, convicted of crimes he is clearly not guilty of. 

https://youtu.be/VmKVMklq6Wk

#freedanielholtzclawCRTV: Daniel in the Den | The truth about Holtzclaw (Parts 1 and 2)
Former Oklahoma City police officer Daniel Holtzclaw became a national villain and target of the social justice mob in the summer of Ferguson. He was convict...
youtube.com",1,7,3
Mike Pence,@Mike_Pence,2019-08-01T23:47:30.000Z,"Great to be back in the Buckeye State! We are here for one reason and one reason only: Ohio, and America need FOUR MORE YEARS of President 
@realDonaldTrump
!",564,1K,7.5K
Beth Crowe,@peppertux,2019-08-01T23:57:06.000Z,Be sure to look on adoringly at Trump during the hate rally.,,1,6
ùîªùïñùïßùï†ùïùùï¶ùï•ùïöùï†ùïüùïíùï£ùï™,@DevolutionMan,2019-08-01T23:59:02.000Z,Gaslight Gaslight Gaslight Gaslight Gaslight Gaslight Gaslight Gaslight Gaslight Gaslight Gaslight Gaslight Gaslight Gaslight Gaslight Gaslight Gaslight Gaslight Gaslight Gaslight Gaslight Gaslight Gaslight Gaslight Gaslight Gaslight Gaslight Gaslight Gaslight Gaslight Gaslight Gaslight Gaslight Gaslight Gaslight Gaslight Gaslight Gaslight Gaslight Gaslight Gaslight Gaslight Gaslight Gaslight Gaslight Gaslight Gaslight Gaslight Gaslight Gaslight Gaslight Gaslight Gaslight Gaslight Gaslight Gaslight Gaslight Gaslight Gaslight Gaslight ,1,1,21
Herb Settle,@HerbSettle1,2019-08-01T23:58:38.000Z,Trump 2020 Landslide ,,1,12
Ladybug,@Ladybug08012018,2019-08-01T23:58:17.000Z,Probably because it is not the shit but free will of people who wants to vote for Mr. Trump.,,,13
Lou Dobbs,@LouDobbs,2019-08-01T23:26:51.000Z,"#AmericaFirst - 
@ByronYork
: 
@realDonaldTrump
 can say to the Chinese that the Dimms are on his side with this. So, if they're thinking about waiting out 
@POTUS
 for it to get better, it's not going to happen. They need to make a deal now. #MAGA #Dobbs0:49
10.4K views",21,207,641
Shar-Pei,@JOelschlegel,2019-08-01T23:54:53.000Z,"I hate to disagree with you Lou, but if a pushover like Biden gets into the office.... they will give it all away just like Clinton, Bush, and Obama did.  The Ds and the Rs will do nothing against China because they have no backbone and the donors want to give everything away!",1,,
"MrsL
s
&FAMILY",@1wTheForce_FIWM,2019-08-01T23:51:43.000Z,Maybe u have started doing this but I was thinking about this and u said it was sudden. Im assuming you are single. There are some specific charities Just for woman to help in these situations- at least some shelter or food. I'd try calling every church possible & ask if they..Maybe u have started doing this but I was thinking about this and u said it was sudden. Im assuming you are single. There are some specific charities Just for woman to help in these situations- at least some shelter or food. I'd try calling every church possible & ask if they..,1,,2
"MrsL
s
&FAMILY",@1wTheForce_FIWM,2019-08-01T23:58:14.000Z,"....can tell you some names and numbers of places that could help a woman in your specific situation. I'd get a phone book or print out the google pages of all churches in your area while u still have paper & Internet. Get good water bottles to pack. 
I also Just talked to my....",2,,2
Jaime Lee Lord,@jaimeleelord,2019-08-01T23:55:11.000Z,Thanks Obama!Thanks Obama!,2,2,12
The Article III Project (A3P),@Article3Project,2019-08-01T23:53:59.000Z,"úAgree. It's non-debatable that President 
@realDonaldTrump
 has blown away the all-time record for the number of federal circuit judges appointed at this point in any presidency . . . via 
@LegInsurrectionWhile you were watching the Democrat debates, Mitch McConnell rammed through more judges
""What Mitch McConnell is trying to do this week is confirm more judges in a week than he allowed President Obama to have confirmed in his final two years in office.""
legalinsurrection.com",1,5,5
aintnobarbie,@aintnobarbie,2019-08-01T23:58:59.000Z,"#VoterID... YES PLEASE, 
@realDonaldTrump
! 
A huge priority!",1,6,5
Andrew Feinberg,@AndrewFeinberg,2019-08-01T23:39:34.000Z,".
@realDonaldTrump
 just opened his Cincinnati rally with a reference to Swifton Village, a rental property that Fred Trump purchased and managed with his son's help. 

The Trumps were later sued for racial discrimination when they refused to rent to blacks. They settled the case.",9,152,285
SVTaylor BidenHarris2020,@sharonvt75,2019-08-01T23:57:09.000Z,"Ask him what ""C"" stood for on black people's applications! Applications, shoved in drawers and told No apartments were available, with a C on them?
#TrumpIsARacist
#CforColored",,1,12
jwilliamscincy,@jwilliamscincy,2019-08-01T23:54:29.000Z,".
@realDonaldTrump
 says he wants to take money saved from ending illegal immigration to ""rebuild our inner cities.""",2,2,6
Ohio Dems,@OHDems,2019-08-01T17:27:29.000Z,We're neutral in the 2020 primary!We're neutral in the 2020 primary!,3,,1
Erica Jong,@EricaJong,2019-08-01T23:55:35.000Z,"Democrats have empathy 
repugs have none",,1,8
J. Calvin 'Bimp' Smith,@jcsbimp,2019-09-01T23:50:56.000Z,"Nobody knows more about convincing people he's something he's not, believe me.
@realDonaldTrump
, did I get that Standard Trump Patter line right?

He's the extremely polarized example of ""It's not what you know, it's whom you know.""",1,1,5
Kyle Burns,@TaoistRedux,2019-09-01T23:52:43.000Z,"The ""president"" says he's never heard of a Category 5 hurricane. (He also said the same thing a few times in 2017. And again in May 2019. And now.) This is odd, since hurricane Dorian is the 4th Cat 5 to threaten the U.S. since Trump took office.  The ""president"" says he's never heard of a Category 5 hurricane. (He also said the same thing a few times in 2017. And again in May 2019. And now.) This is odd, since hurricane Dorian is the 4th Cat 5 to threaten the U.S. since Trump took office.  ",,,2
Trish,@TrishBeMe,2019-09-01T23:24:33.000Z,"""And it's 1, 2, 3- what are we fightin' for?"" OUR COUNTY!!!""And it's 1, 2, 3- what are we fightin' for?"" OUR COUNTY!!!",2,,4
DougMamroth,@Itridpm,2019-09-01T23:52:35.000Z,"And it's 5, 6, 7, 
Open those pearly gates
There ain't no time to wonder why 
We're all going to die.",,,3
Beth,@Mama2KOA,2019-09-01T23:59:15.000Z,Their opinion is just as important as yours or mineTheir opinion is just as important as yours or mine,,,7
"Eduardo Rosas, USN(Ret.)",@US_Navy_Ret_MD,2019-09-01T23:57:26.000Z,"@SpeakerPelosi
 @senatemajldr 
@POTUS
 @realDonaldTrump
 @trschatz51
 @JohnnyMndez36
 
1/2 - Greetings, today a group of young Puerto Ricans took the initiative mobilize thousands. It's a new day and the beginning for We The People to take the power away from you and no longer allow...",2,5,5
Farrell Ross I FOLLOW BACK,@haveaconcern,2019-09-01T23:47:00.000Z,It means you're tweets are hidden from anyone they might offend basically I have checked several liberals and none of them have itIt means you're tweets are hidden from anyone they might offend basically I have checked several liberals and none of them have it,3,2,2
Jannywonders,@czarofwonder,2019-09-01T23:57:08.000Z,Oh I know. I've called it sequestered. They have to keep liberals from seeing Our twts. If as few as 7% decide to check Facts they may lose them at the Polls. Democrats can't afford to lose even 7%. That's why they want Felons & 16 year olds to Vote. Losing their Base. Illegals,2,2,4
LaDonna James,@LaDonnaJames12,2019-09-01T23:54:40.000Z,He will be selective on which areas get help.,1,1,9
Alam Chaudry,@Alam_Chaudry,2019-09-01T23:59:16.000Z,There are more than 2.5 billion non-Chinese people lives in Asia with unemployment and underemployment rates running around 25% & up. American companies can easily relocate their supply chains to these countries except may be semi-conductor. There is always #Taiwan & #Singapore.There are more than 2.5 billion non-Chinese people lives in Asia with unemployment and underemployment rates running around 25% & up. American companies can easily relocate their supply chains to these countries except may be semi-conductor. There is always #Taiwan & #Singapore.,,2,9
JudyB,@judme,2019-09-01T23:57:59.000Z,You are so bad at this. Humanity is certainly not one of your strongest skills.You are so bad at this. Humanity is certainly not one of your strongest skills.,1,1,5
EFFE,@EFFE4USA,2019-09-01T23:50:47.000Z,That's the tip of the iceberg!That's the tip of the iceberg!,,,1
Fred Guttenberg,@fred_guttenberg,2019-09-01T20:05:58.000Z,"Another shooting in Texas and a monster hurricane getting ready to hit, and you are tweeting about 
@DebraMessing
.  Debra is a class act, you unfortunately are a useless thug who gave up even on even trying to act like a President. https://twitter.com/realDonaldTrump/status/1168153045026463747¶This Tweet is unavailable.",128,1.5K,8.3K
"NoName.
Biden/Harris",@StDruther,2019-09-01T23:58:14.000Z,"@realDonaldTrump
 @POTUS
trump is Soooooooo thin skinned.  A perceived slight maaaaaannnnny years ago catches the attention  of trump and he shares his whine with us, as if we care!!",,,5
tezzles,@tezzles,2019-09-01T22:35:13.000Z,"Not a word about babies being aborted daily. Not a word about mass killings in Chicago, weekly. Strict gun control area too.Not a word about babies being aborted daily. Not a word about mass killings in Chicago, weekly. Strict gun control area too.",8,,5
Ed Taft,@EdTaft1,2019-09-01T23:53:12.000Z,Having strict gun control in only one local area is as effective as covering up part of a colander and being upset it doesn't hold water.,2,,16
