User,Handle,PostDate,TweetText,ReplyCount,RetweetCount,LikeCount
Brian Klaas,@brianklaas,2019-01-02T21:53:38.000Z,"If you had American president endorses Soviet invasion of Afghanistanù on your Unhinged and Unlikely Moments in History bingo card, you're a winnerQuote Tweet
Kyle Griffin
@kylegriffin1
 ¬∑ Jan 2, 2019
Trump: ""Russia used to be the Soviet Union. Afghanistan made it Russia because they went bankrupt fighting in Afghanistan. Russia.""

Trump then goes on to endorse the Soviet invasion of Afghanistan. Via Fox.",143,1.1K,4.1K
Grayson,@graysonisms,2019-01-02T23:57:51.000Z,"Me...as I watched 
@realDonaldTrump
 at his #CabinetMeeting",,2,4
Carolyn,@rockiemtnlady,2019-01-02T23:59:07.000Z,Pretty obvious he has made a deal with some buddy contractors for a hell of a lot of kickback on this project. Only reason he won't let this go. Same reason behind everything he does: lining his own pockets.Pretty obvious he has made a deal with some buddy contractors for a hell of a lot of kickback on this project. Only reason he won't let this go. Same reason behind everything he does: lining his own pockets.,1,2,3
Mike Spector,@mikespector,2019-01-02T23:59:44.000Z,"For the true cost of NYT drivel, they should cease incessant whining, setting up a myriad of false narratives, and character assanation of 
@realDonaldTrump
; and read the #goodwallsecuritystories by recognized legitimate scholars, showing why walls are not wasteful!...Quote Tweet
New York Times Opinion
@nytopinion
 ¬∑ Jan 2, 2019
For a sense of the true cost of his government shutdown, Trump should spend less time rage-tweeting about Democrats' refusal to throw money away on his wasteful border wall and more time reading #shutdownstories, says the editorial board https://nyti.ms/2F2DfaT",,3,7
Joel Fogelsanger,@JoelJerseyGuy,2019-01-02T23:55:18.000Z,"That is a lie and you know it. If it's true than prove it. Show specifically where money from Mexico will be paying for the wall through the new NAFTA agreement (yes I still call it that, deliberately). You make these open statements that have no backup. No more!That is a lie and you know it. If it's true than prove it. Show specifically where money from Mexico will be paying for the wall through the new NAFTA agreement (yes I still call it that, deliberately). You make these open statements that have no backup. No more!",1,,11
Wayne Madsen,@WMRDC,2019-01-02T23:59:10.000Z,"@realDonaldTrump
 Trump: ""I think I would have been a good general, but who knows?"" Hey, Commando Bonespurs, my dog Lula did more 4 this country while walking the line for TSA, sniffing for bombs at Miami Intl Airport. Yes, she did this while you were sniffing Adderall & cocaine.",,1,2
Senator Rand Paul,@RandPaul,2019-01-02T15:14:58.000Z,"Like other Big Government Republicans who never liked Reagan, Mitt Romney wants to signal how virtuous he is in comparison to the President. Well, I'm most concerned and pleased with the actual conservative reform agenda 
@realDonaldTrump
 has achieved.When did Republicans become obsessed with Reagan?
The 40th president's name was mentioned 64 times during the last debate, according to a Big Crunch news analysis.
cnbc.com",2.7K,8.1K,25.3K
Tony Heller,@Tony__Heller,2019-01-02T23:58:13.000Z,"Unlike 
@MittRomney
 - whose feckless campaign gave Obama four more years to start race riots and demoralize America.",1,10,23
Steve S,@ss31704_s,2019-01-02T23:55:39.000Z,He he..anybody want to argue?He he..anybody want to argue?,1,1,1
#TuckFrump,@realTuckFrumper,2019-01-02T23:40:49.000Z,"Lindsey Graham opening investigation into Trump https://sourcepolitics.com/government-virtually-guaranteed-to-shut-down-at-midnight/¶
""To the president, you won the election, you beat me and many others, you have the right to make this decision, but the Congress has the duty to hold you accountable.""

Lindsey said WHAAAAAAT?
Yeah, that!",27,28,105
Chris Garza,@martyandchris,2019-01-02T23:57:32.000Z,"We'll have to wait on that one and see if it happens!
Senator 'flip-flopper' Graham said it, so...
@LindseyGrahamSC
 says something one day, goes golfing or to lunch with 
@realDonaldTrump
 and then does an 'about-face.'",,,4
Baby Trump,@BabyTrump1,2019-01-02T23:55:25.000Z,I thought the same thing what in the hell does that mean the Dems say some of the most crazy things.,,,
Steve Hitchcock,@SteveHitchcock1,2019-01-02T22:12:05.000Z,"And this helps the 7,000 of your constituents how?And this helps the 7,000 of your constituents how?",1,2,22
Sean Haase,@HardscapeSTL,2019-01-02T23:55:26.000Z,"I know right?this lady is out of touch! 
 Remember when she made the commercial about her DNA test? 
 Oh my gosh! Just next already she has no political instincts and really no shot at the Democrat nomination but wow it will be entertaining to watch! 
 MAGA ",1,1,5
Kevin Abbot,@kevin_abbotwx,2019-01-02T23:57:42.000Z,"And that's why I only follow reliable news like 
@FoxNews
 and 
@realDonaldTrump",1,,5
Lindsey Graham,@LindseyGrahamSC,2019-01-02T02:02:30.000Z,"I hope Congressional Democrats will meet with President 
@realDonaldTrump
 tomorrow.

There's a deal to be had: Wall + Bridge Act/TPS 

Win-win for USA! https://twitter.com/realDonaldTrump/status/1080177487517233157¶This Tweet is unavailable.",3.8K,2.9K,12.2K
northierthanthou.com,@Brimshack,2019-01-02T23:56:48.000Z,The win that really matters is the one that will come when you and Trump and the rest of the anti-American cabal in the GOP is kicked out of your charade offices once and for all.,1,,14
Adam Bergman,@AdamLBergman,2019-01-02T16:22:57.000Z,"Has the white house twitter account been compromised?  It's as if donald got your password. You really need to do your job and keep an eye on him. It's almost as if you've given him free reign in that house.  Stay in your lane, donald (and so-called white house as well!!!)Has the white house twitter account been compromised?  It's as if donald got your password. You really need to do your job and keep an eye on him. It's almost as if you've given him free reign in that house.  Stay in your lane, donald (and so-called white house as well!!!)",1,1,5
Nicky Maddux,@NickyMaddux,2019-01-02T23:55:41.000Z,"@realDonaldTrump
 is our President the White House is run by POTUS ",2,1,1
Elizabeth Banks,@elanfi,2019-01-02T23:57:10.000Z,"Calm down 
@realDonaldTrump
 & enjoy the ride!Quote Tweet
jenvallez
@sophieandlili
 ¬∑ Jan 2, 2019
Welcome to Congress, ladies. @IlhanMN @AyannaPressley @AOC #womenincongress #diversity
Show this thread",1,,2
Ryan Saavedra,@RealSaavedra,2019-01-02T23:55:45.000Z,"Trump on Democrats saying the wall is immoral: ""Well then you got to do something about the Vatican, because the Vatican has the biggest wall of them all. The wall is immoral? Look at all of the countries that have walls, and they work 100%. It's never going to change.""0:26
14.8K views",59,258,705
StephanieT313,@StephanieT313,2019-01-02T23:59:19.000Z,"GREAT POINT!!!!  
@realDonaldTrump
 you also have to do something about Pelosi's HOUSE SHE HAS A #WALL!!!  Talk about a #hypocrite!  

Hey, @NancyPelosi As President Regan said ""TEAR DOWN THIS WALL""",1,,3
Ryan Saavedra,@RealSaavedra,2019-01-02T23:55:45.000Z,"Trump on Democrats saying the wall is immoral: ""Well then you got to do something about the Vatican, because the Vatican has the biggest wall of them all. The wall is immoral? Look at all of the countries that have walls, and they work 100%. It's never going to change.""14.8K views
0:07 / 0:32",59,258,705
Womback,@KierenBack,2019-01-03T23:57:37.000Z,"50 years from now people will be asking but what did the leader of the free world do to try and avoid environment calamity?ù...oh he was just obsessed with building a wall between the US and Mexico, because you know, that was òhis thing'50 years from now people will be asking but what did the leader of the free world do to try and avoid environment calamity?ù...oh he was just obsessed with building a wall between the US and Mexico, because you know, that was òhis thing'",2,1,28
Angel Sawle,@AngelSawle,2019-01-03T23:58:14.000Z,Fitting that it's a song by The Police.Fitting that it's a song by The Police.,1,3,29
WeThePeople,@PrincessBravato,2019-01-03T23:58:37.000Z,"TRUMP JUST ISSUED VETO THREAT

SO 
@realDonaldTrump
 
Is keeping government shutdown then
#TrumpShutdown

#TrumpShutdown

#TrumpShutdown",8,57,54
Face It You've been had,@No1SpecialYet,2019-01-03T23:57:49.000Z,America will buy this press conference with Border Security hook line and sinker.  Yet they don't realize the wall is to keep them in... not illegals out.  America will buy this press conference with Border Security hook line and sinker.  Yet they don't realize the wall is to keep them in... not illegals out.  ,5,1,19
Cash Jordan,@cmj2112,2019-01-03T23:59:55.000Z,It's COMMON SENSE to build a wall for the security of our nation. A majority of Americans want the WALL. Thank you for taking the hard stance that most gutless republicans have avoided for years.It's COMMON SENSE to build a wall for the security of our nation. A majority of Americans want the WALL. Thank you for taking the hard stance that most gutless republicans have avoided for years.,4,4,5
GOP,@GOP,2019-01-03T23:52:17.000Z,"Today, 
@realDonaldTrump
 made a surprise appearance at the White House press briefing and introduced some of the heroes of ICE and Border Patrol.2:07
65.3K views",759,1.3K,4.3K
"Portia J&J
McGonagal",@PortiaMcGonagal,2019-01-03T23:56:05.000Z,Did the Lex Luthor brigade travel from the border? During a government shutdown? How so ? It also wasn't a briefing or a press conference. Those have Qs and As.  It was old man tells tales at podium.,1,,24
Still Not Surprised,@BLinderLaw,2019-01-03T23:55:22.000Z,"I wonder if he clicks his heels together three times as he chants ""Build The Wall.""I wonder if he clicks his heels together three times as he chants ""Build The Wall.""",,1,24
Daniel Hibbard,@dhibbzz,2019-01-03T23:58:19.000Z,Heard this before ahahahahha,2,,39
Reece Webb,@reecewebb,2019-01-03T23:58:08.000Z,"Considering he has only stepped foot in the Briefing Room TWICE during his presidencyù, it certainly was a surprise.

It wasn't a surprise that he ignored every follow-up question.

#Individual1 #FakeNewsConsidering he has only stepped foot in the Briefing Room TWICE during his presidencyù, it certainly was a surprise.

It wasn't a surprise that he ignored every follow-up question.

#Individual1 #FakeNews",5,,12
Donald Twitler,@DonnieTwitler,2019-01-03T23:57:31.000Z,"The Big Baby made a personal plea for his Waaaaaaaaalllllllllll!
While the real adults were passing tax breaks for the middle class in Congress.The Big Baby made a personal plea for his Waaaaaaaaalllllllllll!
While the real adults were passing tax breaks for the middle class in Congress.",1,,18
GaGa,@rsuek1956,2019-01-03T23:56:01.000Z,There was no briefing. It was a dog and long show.There was no briefing. It was a dog and long show.,1,,14
Rod MacDonald,@RodMacD35640838,2019-01-03T23:57:15.000Z,Looks like Larry with four Curley's î- Where's Moe?Looks like Larry with four Curley's î- Where's Moe?,1,,10
John Gee,@nevrmyprez,2019-01-03T23:55:24.000Z,"US consumers pay for those tariffs in higher prices. Moreover the market is crashing because of your dumb tariff policy. Apple and every major US company are losing as well. Add to that, the biggest one-month decline in US factory activity since the Great Recession #DumpTrumpUS consumers pay for those tariffs in higher prices. Moreover the market is crashing because of your dumb tariff policy. Apple and every major US company are losing as well. Add to that, the biggest one-month decline in US factory activity since the Great Recession #DumpTrump",,3,21
Faith Fullsom,@FaithFullsom,2019-01-03T23:56:47.000Z,"This sign screams, I am so insecure about the size of my ... digits!ùThis sign screams, I am so insecure about the size of my ... digits!ù",1,,11
Roberto Colon,@boricua4024,2019-01-03T23:59:34.000Z,Because then he wouldn't be able to get a kickbackBecause then he wouldn't be able to get a kickback,,,29
Ted Lieu,@tedlieu,2019-01-03T21:13:59.000Z,"Dear 
@realDonaldTrump
: What reality do you live in? 
@GOP
 ran on building the wall and got crushed by the largest popular vote margin in US history last year. That's why we have #MadamSpeaker Nancy Pelosi. 

Oh, and the Dow dropped 660 points today. Time to end the #TrumpShutdown. https://twitter.com/realDonaldTrump/status/1080881680779542533¶This Tweet is unavailable.",815,8.2K,28.3K
jeff tollerson,@JeffTollerson,2019-01-03T23:59:10.000Z,Why do Trump supporters feel that he's fighting for them by shutting down the government? He lied to them he said Mexico will pay for the wall why are the American people being asked to pay for it now?,,3,4
Dr Keeneland Dan,@fatbaldguyracin,2019-01-03T23:59:23.000Z,might be the greatest tweet I ever readmight be the greatest tweet I ever read,6,1,43
Daniel Hibbard,@dhibbzz,2019-01-03T23:57:59.000Z,Left cant memeLeft cant meme,1,,5
CKFLORIDA,@connie2589,2019-01-03T23:58:42.000Z,"What a gal! As a nonessential employee of Congress, you should be on furlough (and hopefully forever).  @Ocasio2018 

cc: 
@realDonaldTrumpWhat a gal! As a nonessential employee of Congress, you should be on furlough (and hopefully forever).  @Ocasio2018 

cc: 
@realDonaldTrump",,1,
Question Everything,@LMAO_in_Fla,2019-01-03T22:11:33.000Z,"So this just happened... Trump actually held a press briefing to make a spectacle out of a Hispanic dude asking if we wanted a wall or wanted him to break into our homes. 
Jfc...
#PressBriefing",486,571,646
@matthill2018,@matthill2018,2019-01-03T23:58:36.000Z,"If you can climb in a window can't you climb a wall? 
@realDonaldTrump
 #FuckYourWall #TrumpResign",2,3,10
The White House 45 Archived,@WhiteHouse45,2019-01-03T23:21:00.000Z,"If either H.R. 21 or H.J. Res. 1 (the Pelosi budget proposal) were presented to President 
@realDonaldTrump
, his advisors would recommend that he veto the bill. http://45.wh.gov/GpUp6h",948,642,2.6K
It's Jared,@gorm_normal,2019-01-03T23:57:43.000Z,What advisors?,1,,11
Brent Swenson,@BrentSwenson2,2019-01-03T19:29:09.000Z,"There are still 300,000+ apprehended at the border each year. Now they are mostly claiming asylum. Do we ignore those?There are still 300,000+ apprehended at the border each year. Now they are mostly claiming asylum. Do we ignore those?",1,,
Wild Woman,@KathrynMarieMcC,2019-01-03T23:59:05.000Z,If they're claiming asylum then they get due process.  No one is suggesting we ignore immigrants or immigration.   But a wall?   It's a 5th century solution to a 21st century problem.,3,2,5
